Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10,1.0004831549415572,1.0267165809584011,1.0295480762778275,1.0305995357910147,1.0308521434448623,1.0213595940338682,0.03992601898439136,0.03688138073441157,0.030325087164853066,0.024674207780326755,0.0,0.0215147189077088,0.038502836926000227,0.06262451768972907,0.0924509021532454,0.13712928280601333,0.19400355555501975,0.27386703628284936,0.3426633060776811,0.4170233994147057,0.49802973549475504,0.7373374250653736,0.9561465425005778,3.7058777864473886
11,1.0004143977070785,1.025569911826026,1.0283358243517555,1.0293484063731764,1.0295803553845242,1.0201860859634948,0.04738027325396114,0.044767157348495415,0.0384807428589273,0.03204235483780504,0.021528480959265225,0.0,0.027960738929235927,0.05388147208905666,0.08414831483507423,0.12871839600370896,0.18571176530433414,0.26585654530011077,0.33500473471247233,0.4096532679928854,0.49091740682604945,0.7310378965559555,0.9505406778070887,3.7085165170880816
12,1.0002552691373725,1.0226275666220253,1.0252330177431082,1.026157772706016,1.0263401317090994,1.0172029506651044,0.06338048733444275,0.061431488908491996,0.054559419267737684,0.04770490303973432,0.0385261770027739,0.027959803781601518,0.0,0.039648006780109955,0.0697810186921496,0.11300429350270814,0.16964108261176636,0.2501856616938999,0.319937395085348,0.3947293565717615,0.4764470930942379,0.7175863560860031,0.9380174206572454,3.7098801204043905
13,1.000113969253935,1.019461540494734,1.021802363202527,1.0225886286548445,1.0227026796286012,1.014042975463614,0.08449180139982465,0.0827513087862556,0.07602057545579513,0.06946984413674556,0.06122793540400797,0.052646191942249614,0.038740337018163803,0.0,0.04647064012480069,0.08780138847885686,0.14338904469829322,0.23000262006293118,0.2988695554995366,0.37247544778302455,0.4535422835309746,0.6961847089684261,0.9108302755467631,3.6296745273643913
14,1.0000498509966813,1.0176256392298333,1.0198156572773236,1.0204864839067278,1.0205369876386179,1.0120120556026269,0.11250849547591867,0.11097268025270707,0.10481444773659437,0.09868585250741077,0.09026837348418122,0.0821092671474836,0.06809239082399816,0.04640853908677457,0.0,0.05709451479580118,0.11480386561355956,0.2013799186022794,0.2707598894244877,0.34492588433826077,0.42631942018519475,0.6725986658385645,0.8889648121789027,3.621936079658054
15,0.999756344998781,1.0118723558325957,1.0136939437608605,1.014144931979178,1.0140774657596128,1.006132792589932,0.15374468460510637,0.1524769627905217,0.14610734069370634,0.13999093938081722,0.1327523357925768,0.1245302543094133,0.10933110195725972,0.08693769656228142,0.056608531587632266,0.0,0.07083507627658231,0.15994600517937288,0.2285412322907313,0.3020132599370566,0.38359650281484947,0.6334916632165543,0.8495182960279631,3.593472182080648
16,0.9994489638374331,1.0052629312831265,1.0066429223173572,1.0068131305475576,1.0066058718187285,0.9993337311851112,0.20552697812020995,0.20459619437334695,0.19817081367760775,0.19217011331928008,0.1857866044883516,0.17773232222709898,0.16235757563922826,0.1404479673330781,0.1125995762135545,0.07007145044472853,0.0,0.11301454379876073,0.17876833579188095,0.2510355534291551,0.33271641851737355,0.5861669362507632,0.8017058113418889,3.555339921045467
17,0.9990359882647184,0.9991114158606502,1.0000838270834824,0.9998666157660215,0.9994600795028699,0.9922360812978361,0.29481774617494444,0.2942442696591039,0.2876123318848327,0.2816124782044215,0.2752867655502712,0.2670639186660362,0.25133027232252536,0.23646841107720698,0.207318123104863,0.16607604814804375,0.11862471973725186,0.0,0.09025164888473758,0.17219049213775342,0.2583389281009774,0.5189999426199219,0.7588321892894223,3.718789795219549
18,0.998924086361428,0.994895371792555,0.995495202628365,0.9949862375043265,0.9944296641022051,0.9875955752699936,0.36146367592176987,0.3611788629541179,0.354713340844147,0.3490846241668229,0.34310689864951105,0.33522398439051937,0.3201574913563425,0.30608236331841265,0.27766536701315386,0.2363820243807961,0.18691654234973887,0.08990242854733194,0.0,0.0988115145577243,0.1857561010302302,0.45149950596008304,0.6938622888987543,3.6982819937067144
19,0.9988257289132482,0.9895969564923772,0.9897837179740384,0.9889872594469009,0.988270570510208,0.9821081840417715,0.42891807686881195,0.4289255836244794,0.4226151655841167,0.4173538372712393,0.411683019561292,0.40414875287166857,0.3894383989771271,0.37609274851538727,0.3487416780113746,0.3079757876541146,0.25878139864982025,0.16910876826642526,0.09742002500281396,0.0,0.10591254761405078,0.3759233103160356,0.6152722964121429,3.643365422022785
20,0.9987473375314223,0.9843018534323832,0.9841104642671152,0.9830290747622523,0.9821686379405264,0.9766827729263631,0.5013544244629374,0.5015929279397405,0.49561209796731504,0.4906340250575966,0.4853962329784997,0.47815846484345176,0.46407975568304427,0.452119968908747,0.4255511621018541,0.38619246891768794,0.338618477256593,0.25048712614136853,0.18080996627336887,0.10456492070930853,0.0,0.29929688099360957,0.5334246924649081,3.58904951002005
21,0.9977223209853904,0.9589135640395335,0.9572039662238415,0.9549605195651532,0.9534873881721891,0.9501119045966768,0.7879953879210978,0.7890172669461164,0.783301432877212,0.7787721441321525,0.7745149585461341,0.7674069218302773,0.7533113637654552,0.7479676088227365,0.7235941877896529,0.687373000223459,0.6429543538902988,0.5423570260158554,0.4736515488968355,0.40000024576139137,0.3225704611056131,0.0,0.3478467379754379,3.8367096653143635
22,0.9984817635035568,0.9619208397151386,0.9601738206813349,0.9580457976253793,0.9566868382437674,0.9549827534693552,0.8686600472676387,0.8697680814234716,0.8653604893854915,0.8619478162430246,0.8588633049573048,0.853282001356206,0.8420682783661666,0.8368195651555634,0.8178237074112498,0.7882434288285363,0.751986272431302,0.6781093973803075,0.6224593914591768,0.559840637325547,0.4916223025066195,0.2974568619471425,0.0,3.221245793017206
23,1.0007780216695723,1.0136029192426486,1.0142389327226125,1.0144207032129968,1.014545029097801,1.0127811040719088,1.0155831548168257,1.01559772210915,1.0158051456929353,1.0158794480456075,1.0157912197279462,1.015864697516902,1.0162722152292152,1.0175970142669963,1.0167862848973335,1.0174561054896722,1.0176297219610828,1.014073470270176,1.0123985981256616,1.0116110481582503,1.0093729989953928,1.0011721631260408,0.9829640555209517,0.0
