Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
10,1.952428,1.5229921,1.3631251,0.8660625,0.70826566,0.8937657,0.5794687,0.5403227,0.42165232,0.35871875,0.0,1.0530859,0.5833438,0.94338286,0.8419687,1.0650313,1.2539532,1.272125,2.1970294,2.413842,3.640967,5.2137794,5.696123,5.8642793,8.73953,9.397092,8.739967,11.970967,12.129397
11,1.0387464,0.810876,0.7584004,0.7128105,0.6556465,0.56043017,0.6154636,0.70522654,0.8817891,0.6943672,1.0530859,0.0,0.7037734,0.61657226,1.229914,2.0502264,1.3193672,1.8412733,2.3080595,2.524872,3.751997,5.3248096,5.807153,5.9753094,8.85056,9.508122,8.850998,12.081998,11.984657
12,1.6031154,1.1736796,1.0943692,1.0487794,0.9916153,0.8315918,0.76119924,0.72607815,0.6326875,0.6078282,0.5833438,0.7037734,0.0,0.5940703,0.5923681,1.3464531,0.95186913,1.3843184,2.3657715,2.5825841,3.809709,5.3825216,5.8648653,6.0330215,8.908272,9.565834,8.90871,12.139709,12.213338
13,1.4002858,1.3408134,1.2883378,1.242748,1.185584,1.0050216,0.93462896,0.8995079,0.80611724,0.80179685,0.94338286,0.61657226,0.5940703,0.0,1.1202109,1.9405234,1.2096641,1.7315702,2.6093202,2.8261328,4.053258,5.6260705,6.108414,6.2765703,9.15182,9.809382,9.152258,12.383258,12.128879
14,2.129256,1.6998203,1.539953,1.3074043,1.2502402,1.113709,1.0433164,1.0081953,0.91480464,0.8664531,0.8419687,1.229914,0.5923681,1.1202109,0.0,0.8203125,0.7892441,1.2216934,2.2031465,2.419959,3.647084,5.2198963,5.70224,5.8703966,8.745646,9.403209,8.746084,11.977084,12.156817
15,2.9495685,2.5201328,2.3602655,1.863203,1.7054062,1.8909062,1.5766093,1.3449999,1.1684374,1.3558593,1.0650313,2.0502264,1.3464531,1.9405234,0.8203125,0.0,0.7308593,0.8550049,1.836458,2.0532706,3.2803955,4.853208,5.3355517,5.503708,8.378958,9.03652,8.379396,11.610395,11.9864645
16,2.2187092,1.8174541,1.7649785,1.7193887,1.6622247,1.4454844,1.3574258,1.3223047,1.2513204,1.2784376,1.2539532,1.3193672,0.95186913,1.2096641,0.7892441,0.7308593,0.0,0.52190614,1.4139023,1.6307149,2.8578398,4.4306526,4.9129963,5.0811524,7.956403,8.613965,7.9568405,11.18784,11.865022
17,2.7406154,2.3111796,2.1513124,1.7375606,1.6803966,1.6819531,1.4998555,1.4789141,1.3737895,1.2966094,1.272125,1.8412733,1.3843184,1.7315702,1.2216934,0.8550049,0.52190614,0.0,0.98145306,1.1982657,2.4253907,3.9982033,4.480547,4.648703,7.5239534,8.181516,7.524391,10.755391,11.78169
18,2.5732405,2.287345,2.333788,2.3181286,2.3722064,2.4335303,2.4813085,2.4603672,2.3552427,2.275452,2.1970294,2.3080595,2.3657715,2.6093202,2.2031465,1.836458,1.4139023,0.98145306,0.0,0.39944726,1.4439375,3.01675,3.4990938,3.66725,6.5425005,7.2000628,6.542938,9.773938,11.903477
19,2.550506,2.5041575,2.5506005,2.5349412,2.589019,2.650343,2.698121,2.6771798,2.5720553,2.4922645,2.413842,2.524872,2.5825841,2.8261328,2.419959,2.0532706,1.6307149,1.1982657,0.39944726,0.0,1.2271249,2.7999375,3.2822812,3.4504373,6.3256874,6.9832497,6.326125,9.557125,11.735832
20,3.7638545,3.7312825,3.7777255,3.7620661,3.816144,3.8774679,3.925246,3.9043047,3.7991803,3.7193894,3.640967,3.751997,3.809709,4.053258,3.647084,3.2803955,2.8578398,2.4253907,1.4439375,1.2271249,0.0,1.5728126,2.0551562,2.2233124,5.0985627,5.756125,5.0990005,8.33,11.713809
21,5.336667,5.3040953,5.350538,5.334879,5.3889565,5.45028,5.498059,5.477117,5.3719926,5.292202,5.2137794,5.3248096,5.3825216,5.6260705,5.2198963,4.853208,4.4306526,3.9982033,3.01675,2.7999375,1.5728126,0.0,0.48234367,0.8567579,3.5257502,4.1833124,3.526188,6.757188,11.605959
22,5.8190107,5.786439,5.8328815,5.8172226,5.8713,5.932624,5.9804025,5.9594607,5.8543363,5.7745457,5.696123,5.807153,5.8648653,6.108414,5.70224,5.3355517,4.9129963,4.480547,3.4990938,3.2822812,2.0551562,0.48234367,0.0,0.4717188,3.0434065,3.7009687,3.0438442,6.274844,11.506726
23,5.987167,5.954595,6.0010376,5.9853787,6.0394564,6.10078,6.1485586,6.127617,6.0224924,5.942702,5.8642793,5.9753094,6.0330215,6.2765703,5.8703966,5.503708,5.0811524,4.648703,3.66725,3.4504373,2.2233124,0.8567579,0.4717188,0.0,2.8752503,3.5328126,2.875688,6.106688,11.391832
24,8.862417,8.829845,8.876288,8.860629,8.914707,8.97603,9.0238085,9.002868,8.897743,8.817952,8.73953,8.85056,8.908272,9.15182,8.745646,8.378958,7.956403,7.5239534,6.5425005,6.3256874,5.0985627,3.5257502,3.0434065,2.8752503,0.0,0.7265017,1.2018437,3.2314377,11.532053
25,9.5199795,9.487408,9.533851,9.518191,9.572269,9.633593,9.681371,9.66043,9.5553055,9.475514,9.397092,9.508122,9.565834,9.809382,9.403209,9.03652,8.613965,8.181516,7.2000628,6.9832497,5.756125,4.1833124,3.7009687,3.5328126,0.7265017,0.0,0.6977305,2.5738754,11.28259
26,8.862855,8.830283,8.876726,8.861067,8.915145,8.976468,9.024246,9.003305,8.898181,8.81839,8.739967,8.850998,8.90871,9.152258,8.746084,8.379396,7.9568405,7.524391,6.542938,6.326125,5.0990005,3.526188,3.0438442,2.875688,1.2018437,0.6977305,0.0,3.231,10.684445
27,12.093855,12.061283,12.107726,12.092067,12.146145,12.207468,12.255246,12.234305,12.129181,12.04939,11.970967,12.081998,12.139709,12.383258,11.977084,11.610395,11.18784,10.755391,9.773938,9.557125,8.33,6.757188,6.274844,6.106688,3.2314377,2.5738754,3.231,0.0,12.485862
