Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
10,1.0105869,0.7151092,0.69381464,0.66223586,0.65575385,0.65834147,0.59273654,0.50094444,0.41451865,0.24835968,0.0,0.2870059,0.38643384,0.53065413,0.61194706,0.61948025,0.6744729,0.7047316,0.7273452,0.7399561,0.7556818,0.79003286,0.7939795,0.80306923,0.8221688,0.84287024,0.8421904,0.8570602,0.97135365
11,0.99729043,0.7988303,0.77910423,0.7562529,0.75178206,0.7341951,0.6736063,0.62069345,0.5598134,0.44041967,0.2870059,1.1920929e-07,0.2228421,0.39743942,0.53830314,0.579928,0.632346,0.6721401,0.7026694,0.7201859,0.74104,0.77365583,0.7781056,0.7874493,0.80248487,0.81491,0.81644255,0.8417292,0.9264119
12,0.9998766,0.751329,0.73573816,0.70761746,0.7163794,0.7126608,0.6716361,0.61986566,0.5516268,0.4892456,0.38643384,0.2228421,-1.1920929e-07,0.25256968,0.4375397,0.4863671,0.54681754,0.5835211,0.6143967,0.6444596,0.66528773,0.7027134,0.71672845,0.73396057,0.761037,0.7790569,0.79088825,0.81653076,0.9213806
13,0.9912774,0.7973966,0.7915467,0.78291214,0.77717555,0.7656922,0.7095622,0.68269676,0.6403519,0.6189674,0.53065413,0.39743942,0.25256968,0.0,0.28607094,0.38303947,0.44751698,0.50023925,0.5499313,0.58900845,0.61638725,0.66049635,0.68827593,0.6983068,0.7393112,0.76053524,0.7754271,0.81224334,0.9021119
14,0.9875497,0.78218764,0.7783708,0.76745164,0.7781693,0.7831124,0.7436807,0.7308349,0.67394847,0.6784517,0.61194706,0.53830314,0.4375397,0.28607094,5.9604645e-08,0.19107187,0.2901922,0.36449414,0.42474294,0.48281646,0.5267874,0.5864397,0.6295916,0.6492797,0.6958169,0.7249254,0.7453729,0.7778546,0.88962466
15,0.97564816,0.7684973,0.76848215,0.7448958,0.74868536,0.76971734,0.7327341,0.71360797,0.6624472,0.67464,0.61948025,0.579928,0.4863671,0.38303947,0.19107187,-1.1920929e-07,0.14268285,0.2255702,0.30134344,0.37474167,0.42446256,0.49588054,0.5528579,0.5867337,0.6361475,0.6661793,0.6946343,0.7274432,0.87266946
16,0.9603591,0.79037684,0.79218316,0.7849277,0.782683,0.78862107,0.7538851,0.74261343,0.6993989,0.7156233,0.6744729,0.632346,0.54681754,0.44751698,0.2901922,0.14268285,-1.1920929e-07,0.101107895,0.18835694,0.26664358,0.32082808,0.40678263,0.4701872,0.50910234,0.5654205,0.6067283,0.6374407,0.6666478,0.83449537
17,0.9611524,0.78875035,0.78881574,0.7758646,0.7831505,0.7949339,0.766714,0.7573151,0.7186651,0.7359198,0.7047316,0.6721401,0.5835211,0.50023925,0.36449414,0.2255702,0.101107895,1.1920929e-07,0.1038335,0.18597764,0.24102128,0.3262639,0.38825887,0.43423563,0.49253112,0.54333794,0.57965803,0.6167022,0.7973777
18,0.9720036,0.7896313,0.7911424,0.7736337,0.7868948,0.80057967,0.7760778,0.7745088,0.732833,0.7596239,0.7273452,0.7026694,0.6143967,0.5499313,0.42474294,0.30134344,0.18835694,0.1038335,0.0,0.10242003,0.16072369,0.24240434,0.3026846,0.35112584,0.40460122,0.465482,0.50908077,0.54879487,0.7672441
19,0.9965724,0.8119539,0.8057496,0.78586435,0.79682994,0.8111414,0.7805099,0.7820356,0.7437874,0.7743714,0.7399561,0.7201859,0.6444596,0.58900845,0.48281646,0.37474167,0.26664358,0.18597764,0.10242003,0.0,0.074217856,0.16439068,0.22987759,0.28563946,0.34867173,0.4148084,0.46661723,0.50980884,0.7447428
20,1.0022808,0.8302376,0.8197794,0.80308574,0.8144429,0.82567555,0.7939454,0.79420406,0.7580216,0.78684247,0.7556818,0.74104,0.66528773,0.61638725,0.5267874,0.42446256,0.32082808,0.24102128,0.16072369,0.074217856,0.0,0.09096694,0.16058987,0.21810442,0.28303146,0.34467274,0.40027446,0.4456004,0.72115135
21,1.012241,0.8497004,0.84870565,0.83426714,0.84489596,0.8561246,0.81763065,0.83096373,0.7951479,0.81181335,0.79003286,0.77365583,0.7027134,0.66049635,0.5864397,0.49588054,0.40678263,0.3262639,0.24240434,0.16439068,0.09096694,1.1920929e-07,0.07207394,0.13459885,0.18526906,0.2500571,0.3125866,0.3626647,0.66090375
22,1.019288,0.8523263,0.84978056,0.83867997,0.85047793,0.86184406,0.82773674,0.83863276,0.80745435,0.81709826,0.7939795,0.7781056,0.71672845,0.68827593,0.6295916,0.5528579,0.4701872,0.38825887,0.3026846,0.22987759,0.16058987,0.07207394,-1.1920929e-07,0.07378638,0.13227594,0.19724405,0.26486176,0.3187188,0.6175853
23,1.0277318,0.8705718,0.8653791,0.8554815,0.86236197,0.86162865,0.82449186,0.8452958,0.8159291,0.82646656,0.80306923,0.7874493,0.73396057,0.6983068,0.6492797,0.5867337,0.50910234,0.43423563,0.35112584,0.28563946,0.21810442,0.13459885,0.07378638,0.0,0.081505656,0.14680642,0.22035992,0.28448832,0.5804939
24,1.0244105,0.8733015,0.87385964,0.86353946,0.87644064,0.87257993,0.8439322,0.8672532,0.84298646,0.8469211,0.8221688,0.80248487,0.761037,0.7393112,0.6958169,0.6361475,0.5654205,0.49253112,0.40460122,0.34867173,0.28303146,0.18526906,0.13227594,0.081505656,0.0,0.06898916,0.14105439,0.21017826,0.53507817
25,1.0235045,0.8803578,0.88514316,0.878895,0.89334625,0.88751405,0.85731554,0.87673163,0.852433,0.8645464,0.84287024,0.81491,0.7790569,0.76053524,0.7249254,0.6661793,0.6067283,0.54333794,0.465482,0.4148084,0.34467274,0.2500571,0.19724405,0.14680642,0.06898916,-1.1920929e-07,0.088079035,0.16571891,0.5115845
26,1.0143789,0.9005039,0.9049003,0.89830554,0.9137723,0.907969,0.8724317,0.8886924,0.8609209,0.8686514,0.8421904,0.81644255,0.79088825,0.7754271,0.7453729,0.6946343,0.6374407,0.57965803,0.50908077,0.46661723,0.40027446,0.3125866,0.26486176,0.22035992,0.14105439,0.088079035,0.0,0.07946324,0.47026938
27,0.99687606,0.89600796,0.90667003,0.90339625,0.92513347,0.9249463,0.8876973,0.8992408,0.870523,0.8781517,0.8570602,0.8417292,0.81653076,0.81224334,0.7778546,0.7274432,0.6666478,0.6167022,0.54879487,0.50980884,0.4456004,0.3626647,0.3187188,0.28448832,0.21017826,0.16571891,0.07946324,5.9604645e-08,0.43833172
