Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
11,0.022786802,0.02160904,0.021416234,0.021318903,0.021606425,0.022032002,0.02210561,0.020810954,0.019040665,0.016373262,0.011727549,0.0,0.010124196,0.019358842,0.033530835,0.03755858,0.043132458,0.049182195,0.054164786,0.060966928,0.06970272,0.0900278,0.10637239,0.119555555,0.17422776,0.20890303,0.23597772,0.32176083,2.150094
12,0.023283636,0.02167125,0.02141952,0.021038597,0.021392742,0.021958822,0.02241893,0.021129733,0.019143416,0.018321073,0.01588192,0.010124196,0.0,0.012440757,0.027763745,0.032054882,0.037939887,0.043521557,0.048327368,0.055664744,0.06400675,0.08393928,0.100603975,0.114233464,0.1691854,0.2041406,0.23241512,0.31763995,2.1481552
13,0.026352445,0.025056362,0.024967095,0.0250415,0.025320152,0.025897093,0.02607213,0.025465244,0.024126066,0.025029914,0.023534035,0.019358842,0.012440757,0.0,0.019146172,0.026425624,0.032467794,0.038897466,0.044917595,0.05268039,0.06125092,0.08120467,0.09882466,0.11146885,0.16725582,0.20238076,0.23094344,0.31780264,2.1395812
14,0.03831808,0.03651677,0.036312252,0.036046103,0.03645649,0.037239317,0.03747139,0.037195336,0.035053723,0.036755566,0.03555396,0.033530835,0.027763745,0.019146172,0.0,0.015037969,0.02386795,0.03188738,0.03888542,0.0479455,0.057483394,0.07790355,0.09662519,0.10990456,0.16478407,0.2006014,0.22982085,0.31494942,2.1346185
15,0.040540542,0.03860124,0.038395207,0.037784766,0.03790946,0.038966518,0.039090928,0.03854249,0.036567856,0.038479317,0.03765839,0.03755858,0.032054882,0.026425624,0.015037969,0.0,0.01207599,0.020301891,0.028369352,0.03826454,0.04769799,0.06804964,0.08754953,0.10220627,0.15556785,0.19063227,0.22075151,0.3042566,2.124973
16,0.04370275,0.04203487,0.041893303,0.041687667,0.04180484,0.042575877,0.04281318,0.04257679,0.040815223,0.043132395,0.0432096,0.043132458,0.037939887,0.032467794,0.02386795,0.01207599,0.0,0.009424554,0.0183328,0.028153235,0.03733941,0.05791826,0.07729522,0.09202931,0.14400792,0.1800365,0.20994027,0.29055116,2.1016397
17,0.0482989,0.04649304,0.046292033,0.045872968,0.04614533,0.04705307,0.04745367,0.04726069,0.04561058,0.048051376,0.048653066,0.049182195,0.043521557,0.038897466,0.03188738,0.020301891,0.009424554,0.0,0.010471745,0.020316226,0.029049126,0.048266545,0.06649958,0.081634246,0.1312085,0.16787869,0.1982423,0.27849427,2.0767717
18,0.052071214,0.050110385,0.049913477,0.049352076,0.049748305,0.050693225,0.051196832,0.051342055,0.049499247,0.05248654,0.053081393,0.054164786,0.048327368,0.044917595,0.03888542,0.028369352,0.0183328,0.010471745,0.0,0.011514979,0.020018457,0.03741558,0.054321826,0.069111235,0.11462032,0.15184228,0.18287297,0.26100543,2.055389
19,0.059105802,0.05708319,0.056789365,0.056159973,0.056510422,0.057499126,0.057642084,0.05791175,0.05610606,0.059346393,0.05966409,0.060966928,0.055664744,0.05268039,0.0479455,0.03826454,0.028153235,0.020316226,0.011514979,0.0,0.009641426,0.026538,0.04312982,0.0584987,0.1028178,0.14025642,0.17265122,0.24955566,2.0362773
20,0.0676885,0.06570508,0.06534797,0.06477815,0.06517892,0.06611237,0.06613378,0.06635564,0.06451199,0.067745894,0.06812627,0.06970272,0.06400675,0.06125092,0.057483394,0.04769799,0.03733941,0.029049126,0.020018457,0.009641426,0.0,0.015408348,0.031532854,0.046621058,0.0878306,0.122976035,0.15552422,0.22969806,2.0137746
21,0.08806143,0.08595256,0.08575553,0.0852476,0.08570748,0.08676829,0.086325526,0.08728739,0.08520034,0.08793231,0.088745214,0.0900278,0.08393928,0.08120467,0.07790355,0.06804964,0.05791826,0.048266545,0.03741558,0.026538,0.015408348,0.0,0.014831186,0.030122912,0.06181113,0.09549601,0.12894921,0.19891123,1.9511048
22,0.10601262,0.103622764,0.10334194,0.10278555,0.103255175,0.10429441,0.103798114,0.10469044,0.102699004,0.104953565,0.10534412,0.10637239,0.100603975,0.09882466,0.09662519,0.08754953,0.07729522,0.06649958,0.054321826,0.04312982,0.031532854,0.014831186,0.0,0.01708865,0.04541685,0.07762265,0.11211672,0.17942317,1.898337
23,0.11968882,0.11737231,0.11707005,0.116596274,0.11694423,0.117448,0.11651468,0.11808431,0.11607639,0.11840657,0.11862129,0.119555555,0.114233464,0.11146885,0.10990456,0.10220627,0.09202931,0.081634246,0.069111235,0.0584987,0.046621058,0.030122912,0.01708865,0.0,0.029362923,0.060106922,0.09596094,0.16371699,1.8511496
24,0.17735453,0.17453738,0.17425723,0.17351003,0.1740464,0.17422472,0.17319636,0.17524385,0.17322116,0.1750211,0.17440283,0.17422776,0.1691854,0.16725582,0.16478407,0.15556785,0.14400792,0.1312085,0.11462032,0.1028178,0.0878306,0.06181113,0.04541685,0.029362923,0.0,0.028463103,0.06344422,0.12424654,1.7595237
25,0.21269715,0.20976447,0.20959724,0.20899504,0.20970261,0.20981371,0.20854361,0.21039927,0.20819253,0.21082681,0.21037407,0.20890303,0.2041406,0.20238076,0.2006014,0.19063227,0.1800365,0.16787869,0.15184228,0.14025642,0.122976035,0.09549601,0.07762265,0.060106922,0.028463103,0.0,0.040979,0.100031614,1.7078857
26,0.24112248,0.2386704,0.23858416,0.23811698,0.23905663,0.23931652,0.23767202,0.2393408,0.23667479,0.2389016,0.23756512,0.23597772,0.23241512,0.23094344,0.22982085,0.22075151,0.20994027,0.1982423,0.18287297,0.17265122,0.15552422,0.12894921,0.11211672,0.09596094,0.06344422,0.040979,0.0,0.051410794,1.6328096
27,0.3267255,0.32398328,0.32403055,0.32350937,0.3248965,0.32554236,0.32327846,0.32466847,0.3214799,0.32360092,0.32232717,0.32176083,0.31763995,0.31780264,0.31494942,0.3042566,0.29055116,0.27849427,0.26100543,0.24955566,0.22969806,0.19891123,0.17942317,0.16371699,0.12424654,0.100031614,0.051410794,0.0,1.5381718
