Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
10,1.0000476,0.89569813,0.91651416,0.8787908,0.8341726,0.7339953,0.6280144,0.5401345,0.42869452,0.20461774,0.0,0.4214401,1.1146544,1.3921154,1.6268779,1.931053,2.25657,2.5831852,2.9441667,3.0861976,3.1839046,3.145892,3.3232627,3.1151986,2.9129934,2.9519114,3.2956274,3.5971663,3.9037774,4.946124,5.278072,5.039467,5.75866,6.26027,1.0001413
11,1.0000196,0.92659336,0.9413737,0.91489995,0.88342017,0.8130808,0.7383399,0.6764412,0.59795094,0.43950504,0.2972412,0.0,0.49129176,0.6867318,0.8524701,1.0671109,1.2968935,1.5274942,1.7824179,1.8828795,1.9524014,1.9264743,2.0518708,1.9055846,1.765533,1.7936796,2.036597,2.2500622,2.4672658,3.1999125,3.4344697,3.2686887,3.7778468,4.1329193,1.000068
12,1.0000058,0.9507376,0.9607105,0.9429721,0.9218284,0.87464195,0.8244648,0.7828942,0.7302463,0.6237861,0.5282183,0.33009547,0.0,0.13635406,0.24722996,0.3913344,0.54552335,0.7008869,0.8721768,0.94033873,0.9880705,0.9723496,1.056816,0.959664,0.8702822,0.8905441,1.0536911,1.1979676,1.3446637,1.83207,1.9899621,1.8820323,2.2259555,2.4660892,1.0000138
13,1.0000046,0.9564796,0.96530443,0.9496398,0.93095034,0.889277,0.84491664,0.80819476,0.7616602,0.6675709,0.58308893,0.40782475,0.12051869,0.0,0.10405412,0.23062949,0.3668939,0.50402796,0.655727,0.71603966,0.7587225,0.7456115,0.82053065,0.7353621,0.6591091,0.67769724,0.82150525,0.9490394,1.0789884,1.5072997,1.6468452,1.5531771,1.8579452,2.070647,1.0000066
14,1.0000011,0.9604123,0.9684584,0.9542156,0.9372106,0.89930433,0.85893935,0.82551306,0.7831459,0.69748896,0.62057555,0.46104753,0.19900663,0.09476313,0.0,0.122032136,0.24569093,0.37057805,0.50884557,0.5640063,0.6035355,0.5924836,0.6607545,0.5841393,0.51756424,0.53503466,0.6652651,0.78144026,0.89987844,1.287099,1.414299,1.3303969,1.6084278,1.8024172,1.0000007
15,1.0000007,0.96452284,0.9717425,0.958993,0.94375217,0.9098258,0.8736746,0.84373903,0.80578655,0.72905636,0.660143,0.51722586,0.28230506,0.18823445,0.109365,0.0,0.11736831,0.22948645,0.35363442,0.40343118,0.43972838,0.4310394,0.49228883,0.4254245,0.37158445,0.38815537,0.5028346,0.6064427,0.71207684,1.0550294,1.1688371,1.0956728,1.345486,1.5198556,1.0000004
16,0.999998,0.9681044,0.974605,0.9631489,0.949435,0.9189503,0.88644487,0.85951483,0.8253749,0.75634426,0.69434124,0.56579,0.3542128,0.26952872,0.19818628,0.105640665,0.0,0.10889526,0.22067937,0.26583955,0.29939315,0.2941193,0.34901646,0.29205406,0.25307864,0.26901287,0.36680683,0.4584271,0.55250615,0.855336,0.95775723,0.89424646,1.1188508,1.2760235,0.9999847
17,0.9999997,0.97103524,0.9769429,0.96654284,0.954086,0.9264156,0.8968804,0.8724257,0.84143335,0.77873117,0.7224375,0.605691,0.41363704,0.3365424,0.27169693,0.18774047,0.09897593,0.0,0.11163521,0.15300496,0.18593663,0.18489982,0.23358081,0.18835104,0.17035742,0.18550095,0.26276648,0.342052,0.4251667,0.6928691,0.7856177,0.7307485,0.9353488,1.0783199,0.99997586
18,0.99999636,0.9737163,0.97908443,0.9696513,0.95834124,0.93324906,0.90642345,0.8842282,0.85609436,0.79918104,0.74808717,0.6421348,0.46765018,0.39778948,0.33895037,0.26284546,0.18223315,0.10142529,0.0,0.055749618,0.08902352,0.09923972,0.13581936,0.113802955,0.13244157,0.14258735,0.18416864,0.24564196,0.3151287,0.54589856,0.6297228,0.583503,0.768924,0.8989088,0.9999647
19,0.99999344,0.9746573,0.9798387,0.97074914,0.95984,0.9356561,0.9097787,0.8883569,0.8612252,0.8063287,0.7570516,0.654864,0.48675773,0.4193525,0.36269876,0.28948587,0.21193235,0.13420309,0.053821262,0.0,0.057139248,0.07709713,0.10647924,0.10024021,0.13455226,0.14174505,0.16434567,0.21633358,0.27954343,0.49596766,0.57632715,0.53319126,0.7120526,0.83730626,0.9999498
20,0.9999911,0.97529346,0.98034906,0.9714869,0.9608461,0.93725264,0.9120015,0.8911032,0.8646409,0.81108314,0.7630433,0.6634147,0.49969363,0.4341227,0.37918594,0.30826893,0.23318835,0.15933433,0.08396612,0.05582412,0.0,0.061426304,0.08687394,0.09574605,0.13821718,0.14411984,0.1548658,0.1996996,0.25871035,0.46493655,0.5431145,0.50199723,0.6759248,0.7982991,0.99992836
21,0.9999887,0.9751004,0.9801974,0.97126853,0.9605392,0.9367752,0.9113444,0.8902771,0.86361647,0.8096512,0.76127255,0.6609772,0.49653012,0.4307739,0.37586597,0.3051192,0.23131073,0.15998827,0.094513126,0.07605589,0.06202427,0.0,0.07697386,0.08414486,0.12827925,0.13603112,0.15237938,0.2028573,0.2641752,0.47753906,0.5567559,0.51459324,0.69038624,0.81425256,0.99989474
22,0.99998814,0.97611934,0.9810038,0.9724433,0.96215856,0.9393892,0.9150231,0.89484775,0.86930645,0.8176055,0.7712443,0.67515594,0.5175513,0.4546346,0.40200153,0.33419764,0.26323828,0.19382942,0.124050684,0.10073734,0.084125504,0.07382002,0.0,0.080289245,0.13765885,0.14251898,0.13545975,0.17093372,0.2239277,0.41977465,0.495482,0.45716843,0.6259247,0.74550515,0.99988526
23,0.9999849,0.9749053,0.9800357,0.97104126,0.9602354,0.93630314,0.9107086,0.88952696,0.86270976,0.8084452,0.75978047,0.6589576,0.4939106,0.42819744,0.37349012,0.3035156,0.23149493,0.16425768,0.10923609,0.099664986,0.09743929,0.08480737,0.08437864,0.0,0.0934304,0.10538115,0.13104187,0.19081242,0.25668558,0.480192,0.56106406,0.51741123,0.6965927,0.8234751,0.9998431
24,0.9999824,0.9736716,0.97905105,0.96961313,0.9582701,0.9331693,0.9063255,0.88413376,0.85602444,0.7992072,0.74831814,0.643057,0.47177356,0.40424484,0.34855503,0.27922896,0.2112896,0.15648152,0.13390021,0.1409081,0.14815615,0.13617794,0.15237847,0.0984085,0.0,0.0604085,0.13832755,0.21643336,0.29616532,0.5487421,0.6351187,0.58597094,0.77608424,0.91092306,0.9997518
25,0.9999844,0.97396755,0.97929174,0.9699618,0.95873874,0.93391913,0.907366,0.88541734,0.85761833,0.80144805,0.75113714,0.64712423,0.47818738,0.41171062,0.35690954,0.28892007,0.22246663,0.16877857,0.14279306,0.14703546,0.15302084,0.1430401,0.15626489,0.10994525,0.05983664,0.0,0.120161675,0.19837552,0.27833512,0.53193593,0.61798227,0.56876755,0.7582567,0.8920159,0.9997222
26,0.9999914,0.9760827,0.9809743,0.97240126,0.96209234,0.939278,0.91490275,0.89473206,0.8692023,0.8176112,0.77144057,0.6759216,0.5204805,0.4591083,0.40824363,0.34430686,0.2790472,0.2199326,0.16966422,0.156827,0.15126233,0.14739889,0.1366304,0.12576854,0.1260452,0.11053871,0.0,0.10676898,0.18085343,0.4100469,0.48975006,0.4470433,0.62129605,0.74438167,0.9996834
27,0.99999213,0.9776883,0.9822507,0.9742504,0.96464014,0.9433656,0.9206384,0.9018527,0.87806594,0.8299837,0.78692067,0.6978978,0.5530219,0.49567282,0.44815326,0.38807562,0.32592422,0.26755795,0.21148679,0.19292682,0.18228817,0.18338539,0.16112797,0.17114913,0.18430957,0.17054643,0.09978177,0.0,0.10487564,0.3175354,0.39334565,0.35584843,0.52012914,0.6365096,0.9996624
28,0.9999889,0.97911304,0.9833785,0.9758872,0.96689653,0.94698524,0.925728,0.9081509,0.88591886,0.84096277,0.8007121,0.71752024,0.5820119,0.5283827,0.4838776,0.42724243,0.36830223,0.31182137,0.25438383,0.23374315,0.22141959,0.22391696,0.1979119,0.21586907,0.23647149,0.22435899,0.15847245,0.09833215,0.0,0.2326837,0.30426806,0.27200553,0.4278376,0.53930223,0.9996327
29,0.9999933,0.98274153,0.986264,0.9800719,0.97264093,0.9561767,0.9385981,0.92405826,0.90566593,0.8684422,0.8350743,0.76599354,0.6527231,0.6075753,0.5696818,0.5210517,0.46932396,0.41827953,0.36272898,0.3413593,0.32754028,0.33317518,0.30538595,0.3324089,0.36064646,0.35294214,0.2957531,0.24506529,0.19152908,0.0,0.086782105,0.1052318,0.21165939,0.29873464,0.99970734
30,0.99999225,0.9836782,0.98701155,0.98115647,0.9741257,0.9585502,0.9419253,0.92816854,0.9107691,0.8755526,0.84399635,0.7786671,0.67148584,0.6287218,0.5928801,0.54673314,0.49773318,0.4491918,0.39630073,0.37569258,0.3623828,0.36790332,0.34140188,0.36785388,0.39534244,0.38835183,0.33456108,0.28752074,0.23720853,0.0821931,0.0,0.084094085,0.16022794,0.24216656,0.9996956
31,0.9999917,0.9831033,0.98655796,0.9805012,0.9732229,0.9571143,0.9399189,0.9256737,0.9076813,0.8712551,0.8386414,0.77124465,0.6609149,0.6170966,0.58040786,0.53337026,0.48364294,0.43482542,0.38215986,0.3617204,0.3485812,0.35388276,0.32782397,0.35304102,0.3795955,0.3719723,0.31781688,0.2706988,0.22068769,0.10372385,0.08751689,0.0,0.16856499,0.26453844,0.99961704
32,0.999988,0.984957,0.98802406,0.982633,0.9761649,0.96185505,0.94658834,0.9339199,0.9179207,0.88556904,0.85660285,0.79676324,0.69871706,0.659829,0.6272201,0.5854549,0.5408865,0.497493,0.45014426,0.43178585,0.41953418,0.42437896,0.40119264,0.42484903,0.4493867,0.44325987,0.3948138,0.35367048,0.3102742,0.1864814,0.14904968,0.1506724,0.0,0.134588,0.9995636
33,0.99999225,0.9860649,0.98891073,0.9839186,0.97792506,0.9646712,0.95051706,0.9387681,0.92395324,0.8939642,0.86710835,0.81164116,0.7208018,0.68474174,0.6544793,0.6157987,0.57440054,0.53405154,0.49001133,0.47278413,0.4613779,0.4660613,0.4449423,0.467658,0.4911512,0.48555335,0.44046518,0.40300906,0.36418423,0.24507882,0.20976314,0.22017972,0.12532234,0.0,0.9995269
