Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
18,2.6538423e-06,0.0008163555,0.00056316814,0.0011228729,0.0019643551,0.0050085727,0.009386869,0.014079098,0.021456424,0.04122853,0.064562954,0.12979333,0.28751138,0.36801758,0.44372058,0.5524523,0.68192273,0.82545066,1.0,1.0729672,1.124157,1.1025314,1.1988597,1.0853848,0.9783369,0.9971487,1.1783389,1.3491017,1.534529,2.2651293,2.525099,2.3315396,2.9178164,3.3649647,2.2030787e-05
19,2.4733677e-06,0.0007608392,0.0005248699,0.0010465119,0.0018307691,0.0046679643,0.008748515,0.013121649,0.019997278,0.038424782,0.060172345,0.12096673,0.26795918,0.34299052,0.41354534,0.5148828,0.63554853,0.76931584,0.931995,1.0,1.0477086,1.0275538,1.1173311,1.0115732,0.91180503,0.92933756,1.0982058,1.2573559,1.4301733,2.111089,2.3533795,2.1729834,2.7193902,3.13613,2.0532583e-05
20,2.36074e-06,0.00072619354,0.00050096936,0.0009988578,0.001747403,0.0044554034,0.00835014,0.012524139,0.01908668,0.036675066,0.057432327,0.11545837,0.25575733,0.32737204,0.3947141,0.49143702,0.6066081,0.73428416,0.88955545,0.95446384,1.0,0.9807629,1.0664523,0.96551,0.8702849,0.8870191,1.0481977,1.2001008,1.3650486,2.0149581,2.2462158,2.074034,2.5955596,2.9933228,1.9597608e-05
21,2.4070446e-06,0.00074043736,0.00051079557,0.0010184498,0.0017816772,0.0045427936,0.008513924,0.012769792,0.019461052,0.037394423,0.05855883,0.11772302,0.26077387,0.33379325,0.40245616,0.5010763,0.6185064,0.74868673,0.9070036,0.97318506,1.0196145,1.0,1.08737,0.98444796,0.8873551,0.90441746,1.0687575,1.2236401,1.3918233,2.0544803,2.290274,2.1147149,2.64647,3.052035,1.9982002e-05
22,2.2136387e-06,0.0006809433,0.0004697532,0.00093661743,0.0016385197,0.0041777804,0.007829831,0.011743741,0.01789736,0.034389786,0.053853635,0.108263984,0.23982072,0.306973,0.37011886,0.46081483,0.56880945,0.68852985,0.83412594,0.8949898,0.9376885,0.91965014,1.0,0.90534765,0.8160562,0.8317476,0.98288304,1.1253207,1.2799904,1.8894031,2.1062508,1.9447979,2.4338264,2.8068044,1.8376451e-05
23,2.4450703e-06,0.0007521346,0.00051886495,0.001034539,0.0018098237,0.0046145595,0.008648424,0.012971526,0.019768493,0.037985172,0.059483927,0.11958278,0.2648935,0.33906645,0.40881407,0.50899214,0.62827736,0.76051426,0.9213322,0.9885592,1.035722,1.0157977,1.1045481,1.0,0.90137327,0.9187052,1.0856415,1.2429708,1.413811,2.0869365,2.326455,2.1481225,2.6882782,3.1002505,2.0297673e-05
24,2.7126057e-06,0.0008344319,0.00057563826,0.0011477364,0.0020078516,0.0051194765,0.00959472,0.014390849,0.021931529,0.042141445,0.06599256,0.13266732,0.2938777,0.37616652,0.4535458,0.56468517,0.6970224,0.8437284,1.0221428,1.0967257,1.1490489,1.1269445,1.2254058,1.1094183,1.0,1.0192283,1.2044306,1.3789746,1.5685077,2.3152857,2.5810118,2.3831666,2.982425,3.4394743,2.251861e-05
25,2.661431e-06,0.0008186898,0.0005647785,0.0011260837,0.0019699722,0.0050228946,0.00941371,0.014119357,0.021517778,0.04134642,0.064747564,0.13016447,0.2883335,0.3690699,0.44498938,0.5540321,0.68387264,0.827811,1.0028595,1.0760353,1.1273714,1.1056842,1.2022878,1.0884885,0.9811344,1.0,1.1817082,1.3529594,1.5389168,2.2716064,2.5323195,2.3382068,2.9261599,3.3745866,2.2093784e-05
26,2.2521895e-06,0.000692802,0.00047793397,0.00095292873,0.0016670546,0.004250537,0.007966188,0.01194826,0.018209044,0.034988686,0.0547915,0.11014941,0.24399722,0.31231898,0.3765645,0.46883997,0.5787153,0.70052063,0.8486523,0.9105761,0.9540184,0.9356659,1.017415,0.9211144,0.8302679,0.8462326,1.0,1.1449183,1.3022815,1.9223073,2.1429312,1.9786667,2.4762118,2.8556852,1.8696479e-05
27,1.9671181e-06,0.0006051104,0.00041743938,0.0008323116,0.0014560468,0.0037125244,0.0069578663,0.010435906,0.015904231,0.030559987,0.047856253,0.09620723,0.21311322,0.27278715,0.32890078,0.40949646,0.5054643,0.6118521,0.741234,0.79531974,0.83326334,0.8172338,0.8886356,0.8045241,0.7251766,0.7391205,0.87342477,1.0,1.137445,1.6789908,1.8716892,1.7282165,2.1627848,2.4942262,1.6329968e-05
28,1.7294183e-06,0.00053199095,0.00036699744,0.0007317379,0.0012801031,0.0032639154,0.0061171013,0.009174867,0.013982417,0.026867222,0.042073466,0.084581874,0.18736133,0.23982446,0.28915754,0.3600143,0.4443857,0.537918,0.6516658,0.699216,0.73257464,0.718482,0.78125584,0.7073082,0.6375487,0.6498077,0.7678831,0.8791634,1.0,1.4761072,1.6455207,1.5193847,1.9014411,2.1928325,1.435671e-05
29,1.1716074e-06,0.0003604013,0.00024862518,0.00049572135,0.0008672155,0.0022111642,0.0041440763,0.0062155826,0.009472494,0.018201401,0.028502986,0.057300627,0.12692934,0.16247089,0.19589195,0.2438944,0.30105245,0.36441657,0.4414759,0.47368914,0.4962882,0.48674107,0.52926767,0.47917125,0.43191215,0.4402171,0.5202082,0.5955959,0.6774575,1.0,1.1147704,1.0293186,1.2881457,1.4855509,9.726062e-06
30,1.0509855e-06,0.00032329644,0.00022302815,0.0004446847,0.00077793194,0.0019835152,0.003717426,0.0055756615,0.0084972605,0.01632749,0.025568482,0.051401284,0.11386143,0.14574382,0.17572403,0.21878442,0.2700578,0.32689834,0.39602408,0.42492083,0.44519323,0.436629,0.47477728,0.4298385,0.38744494,0.39489487,0.46665055,0.5342767,0.60771036,0.89704573,1.0,0.92334586,1.1555256,1.332607,8.724722e-06
31,1.1382359e-06,0.0003501358,0.00024154346,0.00048160143,0.00084251416,0.0021481824,0.0040260386,0.006038541,0.009202684,0.017682962,0.027691122,0.055668503,0.123313956,0.15784316,0.19031225,0.23694743,0.2924774,0.35403672,0.4289011,0.46019682,0.4821522,0.47287697,0.5141923,0.46552277,0.41960979,0.4276782,0.5053908,0.5786312,0.65816116,0.9715165,1.0830178,1.0,1.2514547,1.4432371,9.449029e-06
32,9.0953023e-07,0.00027978304,0.00019301014,0.00038483329,0.0006732278,0.0017165482,0.003217087,0.004825217,0.0073535894,0.0141299255,0.022127146,0.044483036,0.09853649,0.12612773,0.15207283,0.1893376,0.23370995,0.28290012,0.34272203,0.36772949,0.38527337,0.37786183,0.41087565,0.37198532,0.3352976,0.34174484,0.4038427,0.46236688,0.5259169,0.7763097,0.8654071,0.79907006,1.0,1.1532476,7.5504363e-06
33,7.886687e-07,0.00024260448,0.00016736228,0.0003336953,0.00058376696,0.0014884473,0.002789589,0.0041840253,0.0063764188,0.012252292,0.019186813,0.038571972,0.08544262,0.10936744,0.13186486,0.16417776,0.20265375,0.24530737,0.29717994,0.31886432,0.3340769,0.32765022,0.35627705,0.3225546,0.2907421,0.2963326,0.35017866,0.40092593,0.4560312,0.67315096,0.75040877,0.6928868,0.8671165,1.0,6.5471077e-06
