Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
15,456.96246,452.3324,453.0375,455.52405,458.69736,469.11777,470.66522,469.33484,458.41687,472.2704,470.00952,467.42975,433.3934,389.41125,298.51605,0.0,269.6644,347.75702,409.6694,472.2303,511.3498,595.4678,681.75287,737.25903,898.03723,998.9222,1083.9177,1243.8995,3360.3271
16,473.3561,469.41238,470.5475,474.03955,477.88602,485.1153,488.61066,486.5236,480.0968,491.73468,501.79346,500.34393,473.8567,432.65497,373.92838,269.6644,0.0,234.86765,326.7625,405.4663,454.9657,555.28107,649.0654,707.7809,866.23553,976.04767,1063.0953,1220.768,3345.7974
17,494.0321,490.24976,490.94946,492.62262,498.48868,502.0749,509.3142,508.9016,504.75818,515.4661,526.99194,528.49304,502.79156,467.1978,433.2567,347.75702,234.86765,0.0,245.21329,346.03015,400.9761,506.83575,601.303,666.80554,826.4245,941.0244,1037.9606,1198.133,3326.539
18,507.302,503.62686,505.18066,505.80548,511.00818,516.0122,522.8368,525.9147,518.5266,538.5587,544.76184,549.1471,526.6135,497.83582,472.07816,409.6694,326.7625,245.21329,0.0,265.69913,342.10883,456.7807,552.3085,622.4233,785.681,905.9983,1002.3437,1169.0394,3308.3564
19,541.077,536.9769,537.73175,538.07983,543.0897,550.4265,554.5733,555.3905,547.5153,570.2047,575.88965,583.7223,563.6494,543.2346,523.6419,472.2303,405.4663,346.03015,265.69913,0.0,232.87247,377.79803,486.34183,570.2354,739.37805,871.22595,977.9309,1144.03,3284.3738
20,567.9147,563.5392,563.4227,563.69147,569.4124,577.40515,581.2708,580.1169,574.9249,596.0956,602.5619,608.4495,590.2897,573.57495,558.7075,511.3498,454.9657,400.9761,342.10883,232.87247,0.0,296.65973,425.99185,519.173,696.1238,829.80383,936.5686,1105.7327,3258.7769
21,650.651,645.81476,645.2563,645.226,648.0762,658.5301,660.4449,664.8738,654.1229,669.7253,676.3092,682.49097,660.0016,643.69116,639.5502,595.4678,555.28107,506.83575,456.7807,377.79803,296.65973,0.0,295.95584,423.11377,595.56885,740.5039,867.7285,1044.6389,3197.891
22,721.8823,716.2853,715.4639,714.3862,717.03546,721.6433,724.3948,729.7742,722.30554,732.6894,738.39343,746.20886,725.68835,715.0237,718.17395,681.75287,649.0654,601.303,552.3085,486.34183,425.99185,295.95584,0.0,320.03687,513.5035,667.85266,811.6372,989.7367,3151.7783
23,772.6082,767.26465,765.7257,765.6641,765.9382,771.9656,767.3954,777.73065,768.65955,781.2123,785.2625,794.647,777.1245,761.0149,760.7221,737.25903,707.7809,666.80554,622.4233,570.2354,519.173,423.11377,320.03687,0.0,404.83795,583.1865,749.7539,941.92236,3104.611
24,931.29224,925.8863,925.4989,923.70776,925.71045,929.7682,928.2384,935.20483,929.0829,939.7741,939.22485,942.35175,929.42395,917.14514,918.9546,898.03723,866.23553,826.4245,785.681,739.37805,696.1238,595.56885,513.5035,404.83795,0.0,410.88116,617.4918,837.6031,2998.4287
25,1033.4927,1027.6362,1027.6519,1026.7085,1031.1436,1031.162,1026.2961,1034.0664,1030.6189,1040.2329,1039.4907,1036.2524,1025.7994,1015.8672,1019.29315,998.9222,976.04767,941.0244,905.9983,871.22595,829.80383,740.5039,667.85266,583.1865,410.88116,0.0,493.13965,754.9475,2934.6067
26,1114.8191,1110.3121,1110.5164,1111.1737,1113.9111,1114.7759,1108.935,1117.0074,1111.4542,1122.081,1120.45,1118.137,1106.0283,1096.492,1102.614,1083.9177,1063.0953,1037.9606,1002.3437,977.9309,936.5686,867.7285,811.6372,749.7539,617.4918,493.13965,0.0,528.00586,2866.2456
27,1275.0977,1270.5983,1270.6859,1268.4596,1271.0676,1272.6514,1267.6138,1274.511,1267.0848,1273.0253,1272.7429,1270.2141,1259.0886,1255.794,1258.0786,1243.8995,1220.768,1198.133,1169.0394,1144.03,1105.7327,1044.6389,989.7367,941.92236,837.6031,754.9475,528.00586,0.0,2766.337
