Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
11,33530.04,31755.617,31736.074,31226.902,30401.54,29021.703,27433.873,25921.637,23870.527,20162.338,16003.466,0.0,28008.648,33819.062,42196.367,51760.49,67232.17,85677.42,104792.586,118360.97,137960.25,155881.6,171325.88,167800.56,191359.03,203922.28,236373.19,273648.16,310363.56,348244.72,381180.25,416110.3,514560.56,588248.25,34159.32
12,50088.348,48232.77,48224.934,47793.434,47038.27,45731.805,44367.707,42544.125,40962.562,37528.7,34193.74,28008.648,0.0,24710.137,34956.29,46868.574,61279.676,79604.65,97684.0,112151.95,131724.47,149529.11,165250.39,162036.84,185573.69,198600.78,230730.89,268306.62,305163.0,342888.88,376165.75,410343.94,509139.9,582328.4,50283.098
13,54073.28,52316.977,52318.64,51841.86,51155.895,49888.992,48453.96,46849.43,45287.734,42251.344,39089.797,33819.062,24710.137,0.0,27494.615,41210.01,56987.22,74656.914,94084.2,107905.64,127627.195,144943.6,161150.0,158160.56,182126.7,195141.58,227600.55,265398.3,302326.5,340322.97,373292.6,407964.22,506539.0,579684.5,54182.133
14,59131.215,57624.027,57710.92,57422.1,56991.707,55915.473,54769.117,53654.0,52256.527,49475.23,46704.363,42196.367,34956.29,27494.615,0.0,32836.47,50246.688,68367.62,88642.81,103192.16,123251.72,141522.58,157854.8,155429.98,179104.16,191604.3,224773.02,263375.12,299267.72,336589.94,370315.3,405144.06,504835.7,577299.4,59174.59
15,67721.44,66138.664,66228.52,65975.17,65598.69,64550.906,63624.92,62464.945,61401.957,58812.04,56190.344,51760.49,46868.574,41210.01,32836.47,0.0,37377.812,59015.29,81182.8,95970.19,117165.78,135882.33,152217.19,151163.81,175907.0,188120.97,220902.12,260535.06,296296.84,333425.5,367243.5,402325.88,501824.84,574494.75,67809.12
16,82113.98,80692.05,80808.81,80586.125,80074.39,79339.97,78753.984,77566.625,76550.85,73971.47,71289.516,67232.17,61279.676,56987.22,50246.688,37377.812,0.0,45258.22,72332.71,87477.51,109124.734,128770.14,146385.53,145876.4,171994.47,183989.55,216751.36,256306.17,291997.75,328745.03,362992.56,398343.6,496065.94,568603.4,82000.42
17,99823.01,98467.85,98549.85,98333.2,97875.7,97196.92,96317.516,95270.445,94379.83,91848.33,89598.94,85677.42,79604.65,74656.914,68367.62,59015.29,45258.22,0.0,55671.918,73058.93,98661.4,119214.75,136644.31,139228.0,165005.25,177652.75,210490.4,250615.0,286346.12,323754.0,356852.53,392590.06,491376.12,564633.8,99543.55
18,118156.07,117008.25,117117.734,116828.24,116410.445,115943.055,114956.68,114176.32,113207.47,110666.125,108466.77,104792.586,97684.0,94084.2,88642.81,81182.8,72332.71,55671.918,0.0,52838.875,82334.47,106428.16,124359.27,129539.836,157126.28,168611.75,202130.06,242814.66,279586.06,316555.56,349080.5,386134.8,485000.12,557924.0,117675.32
19,131334.02,130372.65,130484.41,130192.375,129775.09,129537.12,128511.58,127523.01,126663.56,124379.984,122383.484,118360.97,112151.95,107905.64,103192.16,95970.19,87477.51,73058.93,52838.875,0.0,65520.652,94853.08,115685.78,124050.34,155802.9,168201.2,199125.84,238723.69,275671.5,313020.94,346694.12,383170.2,481978.9,554252.06,130702.42
20,150972.0,150227.0,150249.11,149976.94,149693.83,149381.53,148386.62,147277.34,146405.02,143728.81,141788.97,137960.25,131724.47,127627.195,123251.72,117165.78,109124.734,98661.4,82334.47,65520.652,0.0,76304.234,103666.195,119301.23,152384.55,165183.03,195797.66,234626.16,273491.06,311110.7,344628.56,380953.3,477749.8,549657.5,150241.25
21,168525.27,167869.97,167906.72,167703.72,167482.2,167114.0,166145.84,165089.75,164144.52,161524.08,159889.6,155881.6,149529.11,144943.6,141522.58,135882.33,128770.14,119214.75,106428.16,94853.08,76304.234,0.0,82175.2,106027.914,142504.34,158133.5,187525.86,228137.25,266783.66,307847.97,341814.12,378860.0,473837.9,546751.6,167652.86
22,183684.88,182954.61,183005.75,182906.03,182610.78,182282.4,181409.34,180589.53,179734.25,177175.69,175311.47,171325.88,165250.39,161150.0,157854.8,152217.19,146385.53,136644.31,124359.27,115685.78,103666.195,82175.2,0.0,86508.25,128002.55,145544.84,175059.39,217055.97,255023.08,296319.0,331592.78,367887.62,465630.88,542457.0,182815.69
23,180252.62,179449.88,179518.1,179358.97,179026.86,178589.78,177688.81,176838.19,176065.5,173785.16,171852.42,167800.56,162036.84,158160.56,155429.98,151163.81,145876.4,139228.0,129539.836,124050.34,119301.23,106027.914,86508.25,0.0,96996.83,119900.76,158250.61,205735.5,242895.11,282792.75,318644.75,355850.8,454927.25,534372.9,178900.77
24,203123.52,202269.62,202348.69,202231.88,201801.72,201419.38,200419.03,199562.0,198759.81,196566.03,195081.45,191359.03,185573.69,182126.7,179104.16,175907.0,171994.47,165005.25,157126.28,155802.9,152384.55,142504.34,128002.55,96996.83,0.0,70066.64,124081.484,171050.03,214538.78,260379.25,297137.38,336181.7,438440.12,522533.66,201310.67
25,215785.06,215099.6,215182.4,214997.81,214564.34,214217.34,213126.47,212311.66,211542.73,209329.98,207505.73,203922.28,198600.78,195141.58,191604.3,188120.97,183989.55,177652.75,168611.75,168201.2,165183.03,158133.5,145544.84,119900.76,70066.64,0.0,104393.06,150500.88,198079.14,246182.2,284375.06,323690.97,428585.53,512605.84,213823.4
26,248119.4,247157.53,247319.67,247036.28,246703.25,246271.44,245286.55,244250.1,243343.08,241246.55,239747.47,236373.19,230730.89,227600.55,224773.02,220902.12,216751.36,210490.4,202130.06,199125.84,195797.66,187525.86,175059.39,158250.61,124081.484,104393.06,0.0,110259.83,162889.75,215551.81,254674.33,298374.0,402649.0,486370.22,245818.69
27,285700.72,284759.62,284918.22,284595.34,284158.84,283790.94,282842.1,281987.72,281099.03,278961.88,277298.97,273648.16,268306.62,265398.3,263375.12,260535.06,256306.17,250615.0,242814.66,238723.69,234626.16,228137.25,217055.97,205735.5,171050.03,150500.88,110259.83,0.0,120382.09,184098.77,228225.88,274093.2,383928.75,470339.75,283239.7
28,322226.7,321274.44,321451.56,321142.12,320617.66,320148.22,319189.38,318276.38,317472.8,315314.62,313910.84,310363.56,305163.0,302326.5,299267.72,296296.84,291997.75,286346.12,279586.06,275671.5,273491.06,266783.66,255023.08,242895.11,214538.78,198079.14,162889.75,120382.09,0.0,138119.0,186434.22,234906.31,354249.9,445638.0,319501.56
29,359589.88,358611.7,358752.0,358433.97,357918.1,357528.72,356575.8,355611.56,354751.56,352793.22,351124.6,348244.72,342888.88,340322.97,336589.94,333425.5,328745.03,323754.0,316555.56,313020.94,311110.7,307847.97,296319.0,282792.75,260379.25,246182.2,215551.81,184098.77,138119.0,0.0,124019.54,186645.66,315766.8,409205.06,356628.0
30,392573.7,391736.8,391856.62,391503.78,391047.22,390577.84,389607.44,388667.75,387801.66,385584.0,384046.16,381180.25,376165.75,373292.6,370315.3,367243.5,362992.56,356852.53,349080.5,346694.12,344628.56,341814.12,331592.78,318644.75,297137.38,284375.06,254674.33,228225.88,186434.22,124019.54,0.0,135640.78,277058.9,381088.4,389439.75
31,427701.0,426888.5,426947.44,426607.0,426119.62,425614.2,424519.7,423565.94,422683.44,420585.3,418808.56,416110.3,410343.94,407964.22,405144.06,402325.88,398343.6,392590.06,386134.8,383170.2,380953.3,378860.0,367887.62,355850.8,336181.7,323690.97,298374.0,274093.2,234906.31,186645.66,135640.78,0.0,236165.28,349772.72,424253.06
32,526661.4,525539.75,525728.5,525298.25,524725.5,524161.62,523669.75,522422.2,521567.84,519510.0,517525.12,514560.56,509139.9,506539.0,504835.7,501824.84,496065.94,491376.12,485000.12,481978.9,477749.8,473837.9,465630.88,454927.25,438440.12,428585.53,402649.0,383928.75,354249.9,315766.8,277058.9,236165.28,0.0,239484.33,522733.4
33,599931.1,598964.06,599171.6,598727.8,598254.94,598008.06,597185.25,596030.75,595197.5,593237.1,591442.3,588248.25,582328.4,579684.5,577299.4,574494.75,568603.4,564633.8,557924.0,554252.06,549657.5,546751.6,542457.0,534372.9,522533.66,512605.84,486370.22,470339.75,445638.0,409205.06,381088.4,349772.72,239484.33,0.0,595508.25
