Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
20,33267.93,32436.553,32606.457,32308.16,31950.512,31155.84,30308.545,29607.297,28717.889,26918.273,25301.953,21944.832,16400.896,14177.281,12302.336,9872.385,7281.408,4691.457,1833.2168,726.78516,0.0,370.6875,1012.9922,667.9043,2429.9531,2179.3281,521.79395,2750.9766,5054.7188,13456.641,16007.422,13837.055,19135.742,22781.184,33267.97
21,32897.242,32065.865,32235.77,31937.473,31579.824,30785.152,29937.857,29236.61,28347.201,26547.586,24931.266,21574.145,16030.209,13806.594,11931.648,9501.697,6910.7207,4320.7695,1462.5293,356.09766,370.6875,0.0,1383.6797,297.2168,2059.2656,1808.6406,837.375,3121.664,5425.4062,13827.328,16378.109,14207.742,19506.43,23151.871,32897.28
22,34280.92,33449.547,33619.45,33321.152,32963.504,32168.832,31321.537,30620.29,29730.88,27931.266,26314.945,22957.824,17413.889,15190.273,13315.328,10885.377,8294.4,5704.449,2846.209,1739.7773,1012.9922,1383.6797,0.0,1680.8965,3442.9453,3192.3203,546.3047,1737.9844,4041.7266,12443.648,14994.43,12824.0625,18122.75,21768.191,34280.96
23,32600.025,31768.648,31938.553,31640.256,31282.61,30487.938,29640.64,28939.393,28049.984,26250.37,24634.049,21276.93,15732.992,13509.377,11634.432,9204.48,6613.504,4023.5527,1165.3125,391.12604,667.9043,297.2168,1680.8965,0.0,1762.0488,1511.4238,1134.5918,3418.8809,5722.623,14124.545,16675.326,14504.959,19803.646,23449.088,32600.064
24,30837.977,30006.6,30176.504,29878.207,29520.559,28725.887,27878.592,27177.344,26287.936,24488.32,22872.0,19514.879,13970.943,11747.328,9872.383,7442.4316,4851.455,2261.504,596.7363,1703.168,2429.9531,2059.2656,3442.9453,1762.0488,0.0,250.625,2896.6406,5180.9297,7484.672,15886.594,18437.375,16267.008,21565.695,25211.137,30838.016
25,31088.602,30257.225,30427.129,30128.832,29771.184,28976.512,28129.217,27427.969,26538.56,24738.945,23122.625,19765.504,14221.568,11997.953,10123.008,7693.0566,5102.08,2512.129,495.45602,1452.543,2179.3281,1808.6406,3192.3203,1511.4238,250.625,0.0,2646.0156,4930.3047,7234.047,15635.969,18186.75,16016.383,21315.07,24960.512,31088.64
26,33734.617,32903.242,33073.145,32774.848,32417.2,31622.527,30775.232,30073.984,29184.576,27384.96,25768.64,22411.52,16867.584,14643.969,12769.023,10339.072,7748.0957,5158.1445,2299.9043,1193.4727,521.79395,837.375,546.3047,1134.5918,2896.6406,2646.0156,0.0,2284.289,4588.0312,12989.953,15540.734,13370.367,18669.055,22314.496,33734.656
27,36018.906,35187.53,35357.434,35059.137,34701.49,33906.816,33059.52,32358.273,31468.865,29669.25,28052.93,24695.809,19151.873,16928.258,15053.3125,12623.361,10032.385,7442.4336,4584.1934,3477.7617,2750.9766,3121.664,1737.9844,3418.8809,5180.9297,4930.3047,2284.289,0.0,2303.7422,10705.664,13256.445,11086.078,16384.766,20030.207,36018.945
28,38322.65,37491.273,37661.176,37362.88,37005.23,36210.56,35363.26,34662.016,33772.61,31972.992,30356.672,26999.55,21455.615,19232.0,17357.055,14927.104,12336.127,9746.176,6887.9355,5781.504,5054.7188,5425.4062,4041.7266,5722.623,7484.672,7234.047,4588.0312,2303.7422,0.0,8401.922,10952.703,8782.336,14081.023,17726.465,38322.688
29,46724.57,45893.195,46063.098,45764.8,45407.152,44612.48,43765.184,43063.938,42174.53,40374.914,38758.594,35401.473,29857.537,27633.922,25758.977,23329.025,20738.049,18148.098,15289.857,14183.426,13456.641,13827.328,12443.648,14124.545,15886.594,15635.969,12989.953,10705.664,8401.922,0.0,2550.7812,518.7376,5679.1016,9324.543,46724.61
30,49275.35,48443.977,48613.88,48315.582,47957.934,47163.26,46315.965,45614.72,44725.312,42925.695,41309.375,37952.254,32408.318,30184.703,28309.758,25879.807,23288.83,20698.879,17840.639,16734.207,16007.422,16378.109,14994.43,16675.326,18437.375,18186.75,15540.734,13256.445,10952.703,2550.7812,0.0,2170.3672,3128.3203,6773.7617,49275.39
31,47104.984,46273.61,46443.51,46145.215,45787.566,44992.895,44145.598,43444.35,42554.945,40755.33,39139.008,35781.887,30237.951,28014.336,26139.39,23709.44,21118.463,18528.512,15670.271,14563.84,13837.055,14207.742,12824.0625,14504.959,16267.008,16016.383,13370.367,11086.078,8782.336,518.7376,2170.3672,0.0,5298.6875,8944.129,47105.023
32,52403.67,51572.297,51742.2,51443.902,51086.254,50291.582,49444.285,48743.04,47853.633,46054.016,44437.695,41080.574,35536.64,33313.023,31438.078,29008.127,26417.15,23827.2,20968.959,19862.527,19135.742,19506.43,18122.75,19803.646,21565.695,21315.07,18669.055,16384.766,14081.023,5679.1016,3128.3203,5298.6875,0.0,3645.4414,52403.71
33,56049.113,55217.734,55387.64,55089.344,54731.695,53937.023,53089.727,52388.48,51499.07,49699.457,48083.137,44726.016,39182.08,36958.465,35083.52,32653.568,30062.592,27472.64,24614.4,23507.969,22781.184,23151.871,21768.191,23449.088,25211.137,24960.512,22314.496,20030.207,17726.465,9324.543,6773.7617,8944.129,3645.4414,0.0,56049.152
