Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,0.024873629212379456,0.024576859548687935,0.019991740584373474,0.019504381343722343,0.018804941326379776,0.018437370657920837,0.01697431318461895,0.016041096299886703,0.012440739199519157,0.009310201741755009,0.0,0.011818669736385345,0.01638980768620968,0.024026477709412575,0.029010426253080368,0.036003392189741135,0.04612356424331665,0.05637659505009651,0.07649226486682892,0.09769918769598007,0.13106144964694977,0.46197593212127686
11,0.026913248002529144,0.026668813079595566,0.02210729941725731,0.021697405725717545,0.021100839599967003,0.020909244194626808,0.019291851669549942,0.018849167972803116,0.016139090061187744,0.012886249460279942,0.011818669736385345,0.0,0.012775551527738571,0.020168351009488106,0.02616160362958908,0.03306165710091591,0.04365945979952812,0.0542772151529789,0.07440242171287537,0.09588911384344101,0.12979738414287567,0.4616152048110962
12,0.03080480545759201,0.030555617064237595,0.026048365980386734,0.02575458027422428,0.025204721838235855,0.025199390947818756,0.023841528221964836,0.023387975990772247,0.020416520535945892,0.018119467422366142,0.01638980768620968,0.012775551527738571,0.0,0.015825770795345306,0.022846415638923645,0.03005392476916313,0.04074440896511078,0.05149415135383606,0.07164160907268524,0.09356501698493958,0.12793326377868652,0.460580050945282
13,0.03736455738544464,0.037106119096279144,0.032795537263154984,0.03248381242156029,0.03203226998448372,0.0319676548242569,0.03080933727324009,0.03027723915874958,0.027708159759640694,0.02572970651090145,0.024026477709412575,0.020168351009488106,0.015825770795345306,0.0,0.017623398452997208,0.025617962703108788,0.03687399625778198,0.04755566641688347,0.06806919723749161,0.0902419164776802,0.12503531575202942,0.45884108543395996
14,0.04197954386472702,0.04164684936404228,0.03744863346219063,0.03706534206867218,0.036487411707639694,0.03621292859315872,0.035142138600349426,0.034649807959795,0.0323030948638916,0.030409352853894234,0.029010426253080368,0.02616160362958908,0.022846415638923645,0.017623398452997208,0.0,0.01928754709661007,0.03191705048084259,0.04239038750529289,0.06298886239528656,0.08496769517660141,0.11997067928314209,0.45660313963890076
15,0.047929275780916214,0.04762335121631622,0.04351120442152023,0.043133486062288284,0.04256005212664604,0.04226694256067276,0.04130050539970398,0.04080820083618164,0.03852912783622742,0.03721412643790245,0.036003392189741135,0.03306165710091591,0.03005392476916313,0.025617962703108788,0.01928754709661007,0.0,0.02303101122379303,0.03419387713074684,0.05502231419086456,0.07759331911802292,0.1153319776058197,0.453687846660614
16,0.05699429288506508,0.05674968287348747,0.05266587808728218,0.052277881652116776,0.0516982339322567,0.051493532955646515,0.05051438510417938,0.05032924935221672,0.0482928566634655,0.0469355434179306,0.04612356424331665,0.04365945979952812,0.04074440896511078,0.03687399625778198,0.03191705048084259,0.02303101122379303,0.0,0.022173985838890076,0.044134579598903656,0.06791076064109802,0.10817690938711166,0.4499497413635254
17,0.0672011524438858,0.06687642633914948,0.06273515522480011,0.06233883649110794,0.06182987242937088,0.06155288219451904,0.060643307864665985,0.06063281372189522,0.058286152780056,0.05726879835128784,0.05637659505009651,0.0542772151529789,0.05149415135383606,0.04755566641688347,0.04239038750529289,0.03419387713074684,0.022173985838890076,0.0,0.03385790064930916,0.058997415006160736,0.10129550099372864,0.4465087950229645
18,0.08683782815933228,0.08653268218040466,0.08234179019927979,0.08201940357685089,0.08150600641965866,0.08132795244455338,0.08065324276685715,0.08027883619070053,0.07822073996067047,0.0773235410451889,0.07649226486682892,0.07440242171287537,0.07164160907268524,0.06806919723749161,0.06298886239528656,0.05502231419086456,0.044134579598903656,0.03385790064930916,0.0,0.0402894988656044,0.08839413523674011,0.4371838867664337
19,0.1082587018609047,0.10792546719312668,0.10385818034410477,0.10356194525957108,0.10309868305921555,0.1029876098036766,0.1021646112203598,0.1016913428902626,0.09984616935253143,0.09866946935653687,0.09769918769598007,0.09588911384344101,0.09356501698493958,0.0902419164776802,0.08496769517660141,0.07759331911802292,0.06791076064109802,0.058997415006160736,0.0402894988656044,0.0,0.06968909502029419,0.42499426007270813
20,0.14101654291152954,0.14070670306682587,0.13669420778751373,0.13648147881031036,0.13604103028774261,0.1359148472547531,0.1352783441543579,0.13499750196933746,0.13334012031555176,0.1322898268699646,0.13106144964694977,0.12979738414287567,0.12793326377868652,0.12503531575202942,0.11997067928314209,0.1153319776058197,0.10817690938711166,0.10129550099372864,0.08839413523674011,0.06968909502029419,0.0,0.39845871925354004
21,0.462445467710495,0.4622918367385864,0.4652799069881439,0.4652228057384491,0.46506956219673157,0.4649870693683624,0.4644414484500885,0.46369490027427673,0.4628782868385315,0.462681382894516,0.46197593212127686,0.4616152048110962,0.460580050945282,0.45884108543395996,0.45660313963890076,0.453687846660614,0.4499497413635254,0.4465087950229645,0.4371838867664337,0.42499426007270813,0.39845871925354004,0.0
