Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
12,0.9896530540022123,0.9847060058365436,0.35825825632853786,0.3501521360858531,0.3348674956485179,0.32715559401945915,0.3015766690844659,0.2941157738383018,0.23908615574027625,0.2043774843659612,0.17503821651612633,0.12885130252824467,0.0,0.15251427671227716,0.24949661837971038,0.38158122266171224,0.5784426599586829,0.7919423052495544,1.1689280749925308,1.606593093131009,2.0951475213813526,6.525520787299209
13,0.9882319308561206,0.982763722325644,0.42240186991716305,0.4147350855643895,0.4004591635497252,0.3932620657808368,0.3703233776355888,0.3606929157122764,0.3121116996949843,0.2796671984881431,0.2513572692470275,0.20340523319841272,0.14696785962382175,0.0,0.1717462726355534,0.3062339306188593,0.49785689687471507,0.7059004270685166,1.074439259492457,1.5002268006084123,1.9872644181090984,6.276479528262848
14,0.9852151704370885,0.978615753805961,0.49080490117913445,0.4833997462843324,0.4690884678565268,0.46110295383375227,0.43892668703836485,0.4281700602755372,0.3819112108265668,0.3511084066496983,0.3235034940098829,0.28207457144689263,0.2290368956165224,0.16361240761929333,0.0,0.20524869853371708,0.3924047614633628,0.5905209799989953,0.9451395698269309,1.3560306910155853,1.8422957576111743,5.96163158350868
15,0.9824254757287707,0.974662115511492,0.5714870986284568,0.5647702634304049,0.5508084803776312,0.5435002202005954,0.5222178725708709,0.5131365418558169,0.46912357315451914,0.4414944337612239,0.41598708722417305,0.37962280043089314,0.32667319164317166,0.2720620331484078,0.19141066296683448,0.0,0.2342394796572635,0.4199819157299145,0.7530205510444646,1.1436191040588086,1.643042978133147,5.534724285310834
16,0.981447617028057,0.9731496920445242,0.6560616963280294,0.6500999692225935,0.6372154131881749,0.6309525462937794,0.6120359115746895,0.6042548517620873,0.5650284459058854,0.54063057661008,0.5191081894557725,0.4908158202060411,0.4440940812001236,0.3966498811010533,0.32817701013796985,0.21006237175779738,0.0,0.2171830316629125,0.5181453945236796,0.8744184608946346,1.3656406855347487,4.924805312348281
17,0.9814391006329611,0.9732272570133963,0.7155384606210858,0.7105034326603564,0.6991966290968517,0.6939237610884995,0.6776739335333045,0.6713104115313921,0.6375796753168032,0.6173028968838175,0.5984484194503686,0.5761774833211469,0.5364713314331683,0.49623175227788774,0.4357601603386109,0.3323204482428774,0.19163030722001004,0.0,0.31262479902306717,0.631049917700059,1.1128230350361128,4.327864230934074
18,0.9842259766674463,0.9769311522947733,0.7905272424509966,0.786549226300681,0.7775918006133883,0.7736024223365856,0.7608184189908129,0.7556078664926131,0.7287995225902222,0.7130251601786244,0.6983529664322697,0.6822722929614582,0.6516891369096944,0.6216167254019236,0.57399466161494,0.4903803064404348,0.3762613973876997,0.25729013959306896,0.0,0.30761653786996257,0.7770606635961107,3.5181529045717
19,0.9873863327121032,0.9812139534105601,0.8442397396932995,0.841099908194673,0.8341026193814627,0.8310579025022399,0.8208153168624172,0.8168417637623846,0.7962390979528874,0.7842076580960724,0.7732442994653855,0.7618846066081096,0.7387749012679016,0.7158982267452327,0.6792583269203989,0.6142725920199595,0.5237341397736486,0.42836795618900503,0.2537249787169814,0.0,0.508221190129165,2.8433169878639735
20,0.9943183482582283,0.9905288894510519,0.8828158221483312,0.8804631145084514,0.8765833551771973,0.8748680033182986,0.8688324308804971,0.8658136002074184,0.852821724211561,0.8458832062160796,0.8394731820346808,0.8341661014652805,0.8221741560579201,0.8092691786496747,0.7875312224162913,0.7531329297847047,0.6980250206618741,0.6446475632212016,0.5469548102532024,0.4337063148562163,0.0,2.206852419023673
21,0.9996658768767567,0.9994117260668187,1.00925730744311,1.0090246011930377,1.0090293770557153,1.0089085758232834,1.008210457073067,1.0076823964919175,1.0072200742558588,1.0069242517029502,1.0064827185161935,1.0060719006815593,1.004464776068385,1.0025909523001986,0.9996405928978755,0.9951510946922587,0.9874018360983075,0.9834226060442571,0.9713629909172797,0.9517843886929013,0.8656525481028237,0.0
