Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
10,0.005701055,0.0054316847,0.0051975856,0.004869934,0.0046756463,0.0042781094,0.0038147925,0.003504699,0.0028766724,0.0016961982,0.0,0.001576667,0.0034932313,0.0060594874,0.011930352,0.017996978,0.0225199,0.039336525,0.053013936,0.08879683,0.15271464,0.22983517,2.8824906
11,0.006580865,0.0063281856,0.0060633672,0.005735607,0.0055792714,0.0052569667,0.004862615,0.004544934,0.003952858,0.0029508346,0.001576667,0.0,0.0026777326,0.0053793387,0.011128682,0.017211482,0.022092622,0.0391027,0.05279453,0.08883813,0.15296036,0.22891025,2.8781168
12,0.007526762,0.00728942,0.00702941,0.0067513464,0.006559226,0.0063132206,0.00592699,0.0055958014,0.005227521,0.004430215,0.0034932313,0.0026777326,0.0,0.0035208552,0.009222774,0.015766906,0.020989176,0.038648218,0.05249801,0.08920127,0.1538729,0.22933123,2.8764162
13,0.009825612,0.009609716,0.00936684,0.009081507,0.008887652,0.008678813,0.008236794,0.00803086,0.00770072,0.0070068743,0.0060594874,0.0053793387,0.0035208552,0.0,0.006297537,0.013145853,0.018513625,0.035743102,0.049460076,0.08542819,0.14920777,0.22457135,2.867057
14,0.016148247,0.01592741,0.015661096,0.015323909,0.01497932,0.014752213,0.014282698,0.014071823,0.01368282,0.012949724,0.011930352,0.011128682,0.009222774,0.006297537,0.0,0.008142429,0.014634939,0.03154467,0.045147922,0.07995589,0.14224721,0.21476558,2.8385487
15,0.023201503,0.022917133,0.022539757,0.022068117,0.021690397,0.021354683,0.020999257,0.020540051,0.01997442,0.019133067,0.017996978,0.017211482,0.015766906,0.013145853,0.008142429,0.0,0.008901086,0.02581729,0.039048202,0.071476325,0.13200292,0.2038356,2.807024
16,0.029811103,0.029450715,0.029008629,0.028291915,0.02779414,0.027124489,0.026596667,0.026108805,0.025498312,0.02387477,0.0225199,0.022092622,0.020989176,0.018513625,0.014634939,0.008901086,0.0,0.015613131,0.02705949,0.05646485,0.11260292,0.1852054,2.7785378
17,0.050781704,0.050114855,0.049488306,0.048565146,0.047670327,0.046549436,0.045866948,0.045451123,0.044016045,0.04193046,0.039336525,0.0391027,0.038648218,0.035743102,0.03154467,0.02581729,0.015613131,0.0,0.008988723,0.029175974,0.07539596,0.14708287,2.700832
18,0.0659246,0.06520511,0.06453492,0.063486315,0.062326863,0.061090205,0.06047847,0.05999665,0.05825846,0.05604787,0.053013936,0.05279453,0.05249801,0.049460076,0.045147922,0.039048202,0.02705949,0.008988723,0.0,0.017432433,0.058460955,0.124770835,2.6332064
19,0.10582811,0.104926415,0.10403924,0.10271264,0.10140692,0.09968453,0.09888779,0.098496035,0.095929764,0.09281481,0.08879683,0.08883813,0.08920127,0.08542819,0.07995589,0.071476325,0.05646485,0.029175974,0.017432433,0.0,0.026063485,0.08545786,2.5194016
20,0.17449394,0.17343795,0.17236869,0.17068006,0.16912685,0.16689485,0.16592997,0.16547889,0.16218595,0.15812236,0.15271464,0.15296036,0.1538729,0.14920777,0.14224721,0.13200292,0.11260292,0.07539596,0.058460955,0.026063485,0.0,0.04865576,2.3499393
21,0.24784005,0.24711715,0.24580657,0.24410406,0.24231996,0.2405502,0.23975386,0.23944747,0.236853,0.23386055,0.22983517,0.22891025,0.22933123,0.22457135,0.21476558,0.2038356,0.1852054,0.14708287,0.124770835,0.08545786,0.04865576,0.0,1.9449737
