Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
10,147335.4375,145992.4375,138098.96875,132400.15625,96513.4375,73682.5625,60272.03125,39479.8046875,18684.0546875,6564.9169921875,0.0,7851.4560546875,25422.46484375,51888.27734375,77526.9375,95400.078125,111880.484375,168792.328125,217971.078125,252650.15625,274238.1875,318593.53125,366527.5625,410867.1875,451663.3125,530385.25,648326.3125,812501.375,1045636.375,1151382.875,1109038.0,1047426.0,1069443.25,168271.1875
11,223136.65625,221485.828125,211745.625,204674.71875,159374.640625,129595.7734375,111591.671875,82508.8203125,50735.55859375,28756.134765625,7851.4560546875,0.0,5028.28125,19392.17578125,36069.63671875,48560.0390625,60551.86328125,104013.765625,143332.96875,171737.28125,189727.734375,226915.21875,267677.15625,305739.65625,341159.03125,410021.8125,514520.65625,661670.625,873305.1875,970093.875,931336.5,875104.8125,895340.625,248715.03125
12,295060.8125,293163.5625,281946.0625,273777.625,220950.25,185614.421875,163935.921875,128221.421875,87666.59375,57801.38671875,25422.46484375,5028.28125,0.0,4682.1044921875,14182.5078125,22367.40625,30762.65234375,63464.33203125,94888.484375,118270.625,133380.921875,164832.34375,199853.96875,232903.40625,264016.5625,324990.8125,418745.03125,552273.625,746710.75,836334.6875,800449.4375,748518.625,767332.5,324352.34375
13,373940.40625,371806.1875,359166.75,349940.3125,289857.25,249163.703125,223941.828125,181832.53125,132806.578125,95332.390625,51888.27734375,19392.17578125,4682.1044921875,0.0,2578.51708984375,6607.69384765625,11534.0390625,33861.50390625,57676.59375,76211.2265625,88544.1015625,114467.6875,143955.484375,172163.234375,199134.125,252498.96875,335882.25,456279.0625,634136.4375,716847.875,683735.625,635954.625,653409.875,406809.5625
14,438392.09375,436082.25,422387.34375,412377.28125,346921.0625,302259.65625,274413.4375,227567.78125,172270.90625,129166.8515625,77526.9375,36069.63671875,14182.5078125,2578.51708984375,0.0,952.0162353515625,3300.63818359375,17936.26953125,36106.23046875,51047.03515625,61315.4140625,83135.9296875,108514.25,133137.46875,157035.53125,204758.34375,280470.0,391132.40625,556705.3125,634298.125,603246.625,558539.375,574989.8125,473915.5
15,479553.5,477139.09375,462816.5,452336.09375,383665.78125,336624.0625,307202.1875,257514.09375,198451.71875,151965.203125,95400.078125,48560.0390625,22367.40625,6607.69384765625,952.0162353515625,0.0,767.7933349609375,10739.1611328125,25495.01171875,38250.4453125,47228.74609375,66571.796875,89460.734375,111919.140625,133943.734375,178250.71875,249314.453125,354131.53125,512331.59375,586857.0625,557037.75,514202.09375,530067.625,516655.25
16,515467.0,512966.0,498118.84375,487247.0625,415896.875,366870.1875,336132.875,284072.03125,221869.578125,172563.59375,111880.484375,60551.86328125,30762.65234375,11534.0390625,3300.63818359375,767.7933349609375,0.0,5952.9638671875,17761.787109375,28638.51171875,36443.68359375,53663.9375,74387.4296875,95010.578125,115405.6015625,156793.859375,223899.625,323813.4375,475839.75,547834.3125,519079.34375,477818.09375,493281.34375,553872.5625
17,630588.875,627825.875,611405.625,599359.0625,519968.0,464986.0625,430311.40625,371146.3125,299537.375,241781.078125,168792.328125,104013.765625,63464.33203125,33861.50390625,17936.26953125,10739.1611328125,5952.9638671875,0.0,3220.3369140625,8601.2578125,13168.501953125,24152.89453125,38627.85546875,53804.32421875,69455.921875,102271.71875,157690.484375,242958.328125,376526.09375,440867.4375,415218.1875,378612.9375,392682.5625,672933.9375
18,722434.0625,719479.4375,701910.125,689002.0625,603722.5,544376.875,506815.09375,442441.0625,363933.5625,299982.125,217971.078125,143332.96875,94888.484375,57676.59375,36106.23046875,25495.01171875,17761.787109375,3220.3369140625,0.0,1373.6483154296875,3560.667236328125,9965.9130859375,19847.78515625,31042.400390625,43225.3203125,69742.703125,116627.015625,191135.21875,311166.0625,369886.28125,346499.375,313297.71875,326286.6875,767657.5625
19,784262.5625,781187.3125,762895.25,749439.375,660412.3125,598288.4375,558887.4375,491198.5625,408299.90625,340403.5625,252650.15625,171737.28125,118270.625,76211.2265625,51047.03515625,38250.4453125,28638.51171875,8601.2578125,1373.6483154296875,0.0,678.8978881835938,4185.7744140625,11148.0419921875,19793.833984375,29755.03515625,52241.7265625,93683.671875,161327.09375,272726.6875,327856.0625,305904.1875,274879.375,287182.6875,831299.375
20,821380.25,818236.3125,799535.8125,785767.0,694598.25,630886.75,590432.5,520846.9375,435438.3125,365288.0625,274238.1875,189727.734375,133380.921875,88544.1015625,61315.4140625,47228.74609375,36443.68359375,13168.501953125,3560.667236328125,678.8978881835938,0.0,1848.9437255859375,7093.4287109375,14263.4501953125,22896.279296875,42968.76171875,81136.765625,144768.578125,251230.796875,304313.65625,283177.8125,253460.421875,265521.40625,869433.3125
21,896790.875,893507.0,873960.5,859564.8125,764096.75,697208.8125,654656.5,581280.4375,490854.40625,416201.0,318593.53125,226915.21875,164832.34375,114467.6875,83135.9296875,66571.796875,53663.9375,24152.89453125,9965.9130859375,4185.7744140625,1848.9437255859375,0.0,1961.419921875,6247.40478515625,12338.212890625,27846.869140625,59744.5234375,115567.546875,212158.875,261173.46875,241680.15625,214461.828125,225785.71875,946959.625
22,975782.0,972358.0,951963.875,936940.3125,837172.875,767110.0625,722456.5625,645288.8125,549848.0,470695.1875,366527.5625,267677.15625,199853.96875,143955.484375,108514.25,89460.734375,74387.4296875,38627.85546875,19847.78515625,11148.0419921875,7093.4287109375,1961.419921875,0.0,1529.6246337890625,5026.93896484375,15948.6533203125,41579.98828125,89565.921875,176216.765625,221173.09375,203361.46875,178634.546875,189220.125,1028064.875
23,1047283.1875,1043736.6875,1022603.375,1007031.5,903504.5,830661.625,784172.125,703690.5625,603861.8125,520769.90625,410867.1875,305739.65625,232903.40625,172163.234375,133137.46875,111919.140625,95010.578125,53804.32421875,31042.400390625,19793.833984375,14263.4501953125,6247.40478515625,1529.6246337890625,0.0,1363.0635986328125,8305.595703125,28426.98828125,69607.0234375,147723.5625,189002.34375,172600.40625,150022.59375,159934.328125,1101417.75
24,1111374.5,1107724.0,1085960.25,1069918.25,963167.8125,887945.0,839878.375,756552.9375,652959.9375,566487.625,451663.3125,341159.03125,264016.5625,199134.125,157035.53125,133943.734375,115405.6015625,69455.921875,43225.3203125,29755.03515625,22896.279296875,12338.212890625,5026.93896484375,1363.0635986328125,0.0,3702.76611328125,18924.091796875,54271.61328125,124996.578125,163204.96875,148025.515625,127288.125,136804.46875,1167078.125
25,1232792.875,1228948.875,1206025.25,1189122.5,1076451.75,996861.0,945910.625,857377.125,746886.9375,654222.0,530385.25,410021.8125,324990.8125,252498.96875,204758.34375,178250.71875,156793.859375,102271.71875,69742.703125,52241.7265625,42968.76171875,27846.869140625,15948.6533203125,8305.595703125,3702.76611328125,0.0,6698.8505859375,31067.666015625,88177.6875,120685.0234375,107870.515625,90519.5625,98849.265625,1291394.0
26,1408937.75,1404831.875,1380327.375,1362249.25,1241528.625,1155988.0,1101097.625,1005464.375,885566.625,784457.125,648326.3125,514520.65625,418745.03125,335882.25,280470.0,249314.453125,223899.625,157690.484375,116627.015625,93683.671875,81136.765625,59744.5234375,41579.98828125,28426.98828125,18924.091796875,6698.8505859375,0.0,10002.2685546875,48636.82421875,73529.078125,63755.73828125,50929.04296875,58296.83203125,1471495.0
27,1646877.5,1642436.125,1615921.75,1596354.75,1465409.5,1372323.625,1312449.75,1207820.5,1076008.125,964198.1875,812501.375,661670.625,552273.625,456279.0625,391132.40625,354131.53125,323813.4375,242958.328125,191135.21875,161327.09375,144768.578125,115567.546875,89565.921875,69607.0234375,54271.61328125,31067.666015625,10002.2685546875,0.0,15495.775390625,30657.572265625,24642.396484375,17932.923828125,23492.19921875,1714475.375
28,1973166.75,1968304.25,1939254.0,1917807.0,1773959.75,1671355.0,1605181.125,1489184.375,1342319.75,1216990.625,1045636.375,873305.1875,746710.75,634136.4375,556705.3125,512331.59375,475839.75,376526.09375,311166.0625,272726.6875,251230.796875,212158.875,176216.765625,147723.5625,124996.578125,88177.6875,48636.82421875,15495.775390625,0.0,3373.43505859375,2388.833251953125,2920.053955078125,6007.9169921875,2047132.75
29,2117709.5,2112671.5,2082569.375,2060337.375,1911116.375,1804543.75,1735745.25,1615018.5,1461885.5,1330925.5,1151382.875,970093.875,836334.6875,716847.875,634298.125,586857.0625,547834.3125,440867.4375,369886.28125,327856.0625,304313.65625,261173.46875,221173.09375,189002.34375,163204.96875,120685.0234375,73529.078125,30657.572265625,3373.43505859375,0.0,1367.1378173828125,5183.7939453125,6859.140625,2194320.5
30,2059839.375,2054874.0,2025195.75,2003278.0,1856210.75,1751221.375,1683472.75,1564640.25,1414016.125,1285312.5,1109038.0,931336.5,800449.4375,683735.625,603246.625,557037.75,519079.34375,415218.1875,346499.375,305904.1875,283177.8125,241680.15625,203361.46875,172600.40625,148025.515625,107870.515625,63755.73828125,24642.396484375,2388.833251953125,1367.1378173828125,0.0,2879.802001953125,5161.13427734375,2135386.5
31,1974859.75,1970001.0,1940979.75,1919533.0,1775725.0,1673117.625,1606943.5,1490949.75,1344098.25,1218777.75,1047426.0,875104.8125,748518.625,635954.625,558539.375,514202.09375,477818.09375,378612.9375,313297.71875,274879.375,253460.421875,214461.828125,178634.546875,150022.59375,127288.125,90519.5625,50929.04296875,17932.923828125,2920.053955078125,5183.7939453125,2879.802001953125,0.0,2616.6689453125,2048748.0
32,2004548.75,1999657.375,1970444.0,1948840.375,1803989.0,1700586.25,1633889.25,1516954.25,1368851.875,1242411.75,1069443.25,895340.625,767332.5,653409.875,574989.8125,530067.625,493281.34375,392682.5625,326286.6875,287182.6875,265521.40625,225785.71875,189220.125,159934.328125,136804.46875,98849.265625,58296.83203125,23492.19921875,6007.9169921875,6859.140625,5161.13427734375,2616.6689453125,0.0,2078918.625
33,750.1886596679688,848.9381713867188,1595.9112548828125,2254.07177734375,10116.587890625,19453.29296875,27302.76953125,44894.0703125,74925.203125,108446.921875,168271.1875,248715.03125,324352.34375,406809.5625,473915.5,516655.25,553872.5625,672933.9375,767657.5625,831299.375,869433.3125,946959.625,1028064.875,1101417.75,1167078.125,1291394.0,1471495.0,1714475.375,2047132.75,2194320.5,2135386.5,2048748.0,2078918.625,0.0
