,Layer_0,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9,Layer_10,Layer_11,Layer_12,Layer_13,Layer_14,Layer_15,Layer_16,Layer_17,Layer_18,Layer_19,Layer_20,Layer_21,Layer_22,Layer_23
Layer_10,0.30267969363927844,0.4067181348800659,0.4533634621500969,0.5038806618452072,0.5460246886014939,0.593833666563034,0.6974302893877029,0.7489750025272369,0.8230967625379563,0.8927205513715744,1.0,0.8956911979913712,0.821637424826622,0.7618903176784515,0.6903396719694137,0.6261424771547317,0.5801295095682144,0.5354184976816178,0.48848599326610564,0.44334575152397154,0.4132890381217003,0.3757872778773308,0.3337383090853691,0.08695313061773777
Layer_11,0.29396325212717056,0.3900860008597374,0.43423638558387756,0.4817566683292389,0.5202768714427948,0.5617838671207428,0.6565230627059937,0.7014086772203445,0.764819146990776,0.8224569171667099,0.8956911979913712,1.0,0.8940814325809479,0.8224454790353775,0.7433417962789536,0.6722855510711669,0.6185244741439819,0.5703210213184357,0.5203058648705482,0.4714065220952034,0.4405186489224434,0.4006436165571213,0.35323508775234225,0.09062511648237705
Layer_12,0.29053642934560775,0.3709356818795204,0.41154528892040254,0.4567399634718895,0.49265541219711306,0.5326878401041031,0.6179730293750763,0.6554174834489822,0.7134678181409836,0.7607159931659698,0.821637424826622,0.8940814325809479,1.0,0.9025239106416703,0.8118073002099991,0.7335088378190995,0.6736974916458129,0.6184708478450776,0.5634302382469177,0.5112585535049439,0.47654046297073366,0.4327505605816841,0.3794228684902191,0.10142220668494702
Layer_13,0.2842857638001442,0.35648074859380724,0.3940075680613518,0.4373956753611565,0.47082693231105804,0.5084756959676743,0.5867669632434845,0.6173396435976028,0.6673906127214432,0.7115058677196503,0.7618903176784515,0.8224454790353775,0.9025239106416703,1.0,0.8921112862825393,0.8042893846035004,0.7388825024366379,0.6782790660858155,0.6172360543012619,0.5610421470403671,0.5226870014071464,0.4756794906258583,0.4154812477231026,0.11454404893517495
Layer_14,0.26144163781404495,0.3350420656204224,0.3697670037150383,0.40969540548324584,0.4391490141153336,0.4730815670490265,0.545711305975914,0.5712229365110397,0.6125549681186676,0.6479847104549408,0.6903396719694137,0.7433417962789536,0.8118073002099991,0.8921112862825393,1.0,0.8961593453884125,0.8204042941331864,0.7565915234088898,0.6921183969974518,0.6314734688997269,0.5876035190820694,0.5353564244508743,0.46134000355005267,0.14214731886982918
Layer_15,0.24653302910923958,0.31315496665239334,0.3461718726158142,0.3827340821623802,0.40798851937055586,0.43896312683820726,0.5064598050117493,0.5261809649467468,0.5621676094532013,0.5909394220113754,0.6261424771547317,0.6722855510711669,0.7335088378190995,0.8042893846035004,0.8961593453884125,1.0,0.9099556702375412,0.8406910544633865,0.7732283885478973,0.7110779675245285,0.6622016541957855,0.6033629491329193,0.5182130109071732,0.16894408667087554
Layer_16,0.24177858686447143,0.29936705017089843,0.32849320697784423,0.3635105394721031,0.38668399810791015,0.4167690455317497,0.47640472412109375,0.4897802437543869,0.5232802873849869,0.5486229494810104,0.5801295095682144,0.6185244741439819,0.6736974916458129,0.7388825024366379,0.8204042941331864,0.9099556702375412,1.0,0.9229750825166703,0.8510622725486755,0.7856271151304245,0.7332841432094575,0.6701670017242431,0.5815126074552536,0.18790635472536088
Layer_17,0.23021232545375825,0.2878657577633858,0.3161239864230156,0.3501597193479538,0.37012621837854387,0.3965795439481735,0.44645370757579805,0.4555036704540253,0.4866527290344238,0.5078948739767074,0.5354184976816178,0.5703210213184357,0.6184708478450776,0.6782790660858155,0.7565915234088898,0.8406910544633865,0.9229750825166703,1.0,0.9286361236572266,0.8618534141778946,0.8091226025819779,0.7446531581878663,0.6460036488771439,0.21661250936985016
Layer_18,0.20790117660164834,0.2718690676689148,0.3004027123451233,0.3321680043935776,0.3489995414614677,0.3704550298452377,0.4108017683029175,0.41685644030570984,0.44532022964954376,0.4643466968536377,0.48848599326610564,0.5203058648705482,0.5634302382469177,0.6172360543012619,0.6921183969974518,0.7732283885478973,0.8510622725486755,0.9286361236572266,1.0,0.9329887033700943,0.879276532292366,0.8157961961030961,0.7106851983070374,0.2613736809790134
Layer_19,0.19092048481106758,0.24916098242998122,0.2749742668867111,0.3037494564652443,0.3196060924530029,0.3395666587948799,0.3736996311545372,0.37780128997564316,0.40340658789873124,0.42101756066083906,0.44334575152397154,0.4714065220952034,0.5112585535049439,0.5610421470403671,0.6314734688997269,0.7110779675245285,0.7856271151304245,0.8618534141778946,0.9329887033700943,1.0,0.9422913501262665,0.8822629092931747,0.7789036059379577,0.31180954772233965
Layer_20,0.1773031894862652,0.23326264655590057,0.257263937920332,0.28605552834272385,0.300457379758358,0.31916265469789507,0.3492781210541725,0.3514361753463745,0.3762407191991806,0.3925311278700829,0.4132890381217003,0.4405186489224434,0.47654046297073366,0.5226870014071464,0.5876035190820694,0.6622016541957855,0.7332841432094575,0.8091226025819779,0.879276532292366,0.9422913501262665,1.0,0.9399783368110657,0.8352635468244552,0.3501936355233192
Layer_21,0.16055427020788193,0.21562517201900483,0.23916149526834488,0.26795222488045695,0.2814118978381157,0.29802800995111467,0.32001976764202117,0.3209342392086983,0.3439010833501816,0.35770409417152405,0.3757872778773308,0.4006436165571213,0.4327505605816841,0.4756794906258583,0.5353564244508743,0.6033629491329193,0.6701670017242431,0.7446531581878663,0.8157961961030961,0.8822629092931747,0.9399783368110657,1.0,0.8991586207151413,0.39628172409534457
Layer_22,0.12852925364673137,0.18107067513465883,0.20259059637784957,0.23264661940932274,0.24684300351142882,0.26469710424542425,0.28433660954236983,0.2813868362903595,0.3080366340279579,0.3163733261823654,0.3337383090853691,0.35323508775234225,0.3794228684902191,0.4154812477231026,0.46134000355005267,0.5182130109071732,0.5815126074552536,0.6460036488771439,0.7106851983070374,0.7789036059379577,0.8352635468244552,0.8991586207151413,1.0,0.46751148813962934
Layer_23,0.0193571686828509,0.04263648616522551,0.05029462108761072,0.05242602974921465,0.05617733453959227,0.05563541132956743,0.06567655595391989,0.07126473104208708,0.07408448445796967,0.07849889171123504,0.08695313061773777,0.09062511648237705,0.10142220668494702,0.11454404893517495,0.14214731886982918,0.16894408667087554,0.18790635472536088,0.21661250936985016,0.2613736809790134,0.31180954772233965,0.3501936355233192,0.39628172409534457,0.46751148813962934,1.0
