,Layer_0,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9,Layer_10,Layer_11,Layer_12,Layer_13,Layer_14,Layer_15,Layer_16,Layer_17,Layer_18,Layer_19,Layer_20,Layer_21,Layer_22,Layer_23
Layer_10,0.6975676913261414,0.593356717467308,0.546656488955021,0.4961701134443283,0.4540116188526154,0.4061989920139313,0.3026065764427185,0.25104422962665557,0.17693260300159455,0.10729591488838196,0.0,0.10432452261447907,0.1783772894144058,0.2381226408481598,0.30966869831085203,0.37386443531513214,0.4198633930683136,0.4645803236961365,0.511514577448368,0.5566531498432159,0.5866967591047287,0.6242370441555977,0.6662544953227043,0.913022775620222
Layer_11,0.7062441276311875,0.6099725236296654,0.5657958521842956,0.5182907608151436,0.47975483751297,0.43826902532577516,0.34352471721172334,0.2986305381059647,0.23521857368946075,0.17756385040283204,0.10432452261447907,0.0,0.10593074047565461,0.17756670439243316,0.2566552381515503,0.3277102167606354,0.38146626830101016,0.4296812232732773,0.4796839257478714,0.5285790036320687,0.5594474400877952,0.5993611282110214,0.6467515702843666,0.9093465695977211
Layer_12,0.7097285086512566,0.6291130498051644,0.5884829216599464,0.5433129678964614,0.5073853402137757,0.46737089490890504,0.38208880054950717,0.3446252304315567,0.2865531460046768,0.2392866587638855,0.1783772894144058,0.10593074047565461,0.0,0.0974869657754898,0.1881801791191101,0.26648346650600435,0.32627657175064084,0.3815101809501648,0.43654332363605497,0.48871951657533647,0.5234196853041649,0.5672614802122116,0.6205587809085846,0.8985451367795467
Layer_13,0.7159048019647598,0.6435600544810295,0.6060191057920455,0.5626432552337647,0.5292049204707145,0.49157628160715106,0.41330609571933746,0.38270233714580537,0.33263665771484374,0.28850769793987274,0.2381226408481598,0.17756670439243316,0.0974869657754898,0.0,0.10789958679676057,0.19571663403511047,0.26112584590911864,0.3217311676740646,0.3827649878263473,0.43895772886276246,0.4772925591468811,0.5243324194550514,0.5845140696763992,0.8854238357692957
Layer_14,0.7388139093220234,0.6650044612288475,0.6302711631059646,0.5903480089902878,0.5608861012458801,0.5269685850143433,0.45435999405384064,0.4288304942846298,0.3874843991994858,0.3520325039625168,0.30966869831085203,0.2566552381515503,0.1881801791191101,0.10789958679676057,0.0,0.10383472049236298,0.17958077287673951,0.24340458643436433,0.3078741468191147,0.36852612912654875,0.4123732217550278,0.464660720705986,0.538653847515583,0.8578169132620096
Layer_15,0.7536865197420121,0.6868858522176743,0.6538506729602813,0.6172830898165703,0.592022873878479,0.561064015507698,0.493606516122818,0.4738560335636139,0.4378698515892029,0.40907504737377165,0.37386443531513214,0.3277102167606354,0.26648346650600435,0.19571663403511047,0.10383472049236298,0.0,0.0900492250919342,0.15931642413139344,0.2267780816555023,0.2889392511844635,0.33779067134857177,0.3966624780893326,0.4817993249297142,0.8310214799046517
Layer_16,0.7585054723620415,0.7006810238361358,0.6715336015224457,0.6365242539048195,0.6133414863944053,0.5832630472779274,0.5236558589339256,0.5102600958943367,0.4767507971525192,0.45137521576881406,0.4198633930683136,0.38146626830101016,0.32627657175064084,0.26112584590911864,0.17958077287673951,0.0900492250919342,0.0,0.07702716159820557,0.14894464564323426,0.21438755369186402,0.26671748101711273,0.3298753377199173,0.41850330448150636,0.8120591749548912
Layer_17,0.770034011542797,0.7121777310967445,0.6839010235667229,0.6498648366332054,0.6298870115280152,0.603449030816555,0.553614199757576,0.5445335322022438,0.5133790779709816,0.4920991096496582,0.4645803236961365,0.4296812232732773,0.3815101809501648,0.3217311676740646,0.24340458643436433,0.15931642413139344,0.07702716159820557,0.0,0.07136848986148835,0.13815882313251496,0.19088717555999757,0.2553819651603699,0.3540069184303284,0.783342537432909
Layer_18,0.7922897475659847,0.7281660904288292,0.6996173293590545,0.6678605315685272,0.6510155608057976,0.6295817201137542,0.5892539913058281,0.5831683720350266,0.5546950029730797,0.5356383992433548,0.511514577448368,0.4796839257478714,0.43654332363605497,0.3827649878263473,0.3078741468191147,0.2267780816555023,0.14894464564323426,0.07136848986148835,0.0,0.06701195347309112,0.12072238159179688,0.18422018313407898,0.2893155241012573,0.7385606543123722
Layer_19,0.8092218717336654,0.7508565261363983,0.725036294400692,0.696264488041401,0.6803971653580666,0.6604569126367569,0.6263315771818161,0.6222119469046593,0.5965994841456413,0.5789660357832909,0.5566531498432159,0.5285790036320687,0.48871951657533647,0.43895772886276246,0.36852612912654875,0.2889392511844635,0.21438755369186402,0.13815882313251496,0.06701195347309112,0.0,0.05771322786808014,0.11774678325653076,0.2210990960597992,0.6881231730580329
Layer_20,0.822831395149231,0.7667612907588481,0.7427502616643905,0.7139630786776543,0.6995472524762154,0.6808586695194244,0.6507564755678177,0.6485686590671539,0.6237556979060173,0.6074472751617431,0.5866967591047287,0.5594474400877952,0.5234196853041649,0.4772925591468811,0.4123732217550278,0.33779067134857177,0.26671748101711273,0.19088717555999757,0.12072238159179688,0.05771322786808014,0.0,0.060038281440734864,0.1647519189119339,0.6497463682293891
Layer_21,0.8395024501979351,0.7844069413840771,0.7608701550364494,0.7320735568702221,0.7186037104725838,0.7020099447369575,0.6800231226086616,0.6790937204957008,0.6561262920498848,0.6423164346814155,0.6242370441555977,0.5993611282110214,0.5672614802122116,0.5243324194550514,0.464660720705986,0.3966624780893326,0.3298753377199173,0.2553819651603699,0.18422018313407898,0.11774678325653076,0.060038281440734864,0.0,0.1008517199754715,0.6036512563228608
Layer_22,0.8715675332248211,0.8189466380774975,0.7974176445901394,0.7673686918914318,0.753166469246149,0.7353342480063438,0.7156955944299698,0.7186289786100387,0.6919716427922249,0.6836202807426452,0.6662544953227043,0.6467515702843666,0.6205587809085846,0.5845140696763992,0.538653847515583,0.4817993249297142,0.41850330448150636,0.3540069184303284,0.2893155241012573,0.2210990960597992,0.1647519189119339,0.1008517199754715,0.0,0.5324362369179726
Layer_23,0.9806467718658969,0.9573532557338477,0.9496533406004309,0.9475429097786546,0.9437748616859317,0.944335739351809,0.9342880449220539,0.9287109372168779,0.9258986987620592,0.9214755956083536,0.913022775620222,0.9093465695977211,0.8985451367795467,0.8854238357692957,0.8578169132620096,0.8310214799046517,0.8120591749548912,0.783342537432909,0.7385606543123722,0.6881231730580329,0.6497463682293891,0.6036512563228608,0.5324362369179726,0.0
