,Layer_0,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9,Layer_10,Layer_11,Layer_12,Layer_13,Layer_14,Layer_15,Layer_16,Layer_17,Layer_18,Layer_19,Layer_20,Layer_21,Layer_22,Layer_23
Layer_10,0.11906005136668682,0.11780357037484646,0.11630039964616298,0.11429067493975162,0.11176118387281894,0.10823144999146461,0.08640993070602417,0.07980593232810497,0.06927371902763843,0.05460841415077448,0.0,0.06115797381848097,0.09044484162330628,0.11972567892074584,0.1567297399044037,0.1984661475121975,0.24083727231621743,0.28911217880249024,0.34417896962165834,0.4062832903861999,0.46475813853740694,0.533495937883854,0.6617854243516922,3.898440062522888
Layer_11,0.133335161074996,0.13215956899523734,0.1306865285485983,0.12873684793710707,0.1263451732248068,0.12328888124227524,0.10261631390452385,0.09697987625002862,0.08878019078075886,0.07829578088223935,0.06115797381848097,0.0,0.07123510465025902,0.1062449746876955,0.14607638004422188,0.18991288828849792,0.23407557007670401,0.28339902353286744,0.3391764324903488,0.40197953122854235,0.46054662215709685,0.5297700417637825,0.6587207146883011,3.895949371814728
Layer_12,0.1519738684296608,0.15086483106017112,0.14946296107769014,0.1475899019241333,0.14531085121631623,0.1423724663257599,0.12262317335605621,0.1176299076527357,0.1106186193972826,0.10263463668525219,0.09044484162330628,0.07123510465025902,0.0,0.08197642540931702,0.1290313683748245,0.17628571897745132,0.2226208797097206,0.2740007063150406,0.33096289044618604,0.394791887819767,0.4540023084282875,0.5240187504887581,0.6540138450860977,3.8921088209152224
Layer_13,0.1730407666862011,0.17198252579569817,0.17060611137747764,0.16884188744425774,0.1666190801858902,0.1638419359922409,0.1457216491997242,0.1415449052453041,0.13586012601852418,0.1289605924785137,0.11972567892074584,0.1062449746876955,0.08197642540931702,0.0,0.09864569814503193,0.15349880921840667,0.20381472736597062,0.25857870334386823,0.31765578788518906,0.3831350204348564,0.4434783734083176,0.515089331805706,0.6466752543449402,3.886689468383789
Layer_14,0.20465694409608842,0.20359540316462515,0.20224250933527946,0.20053308695554733,0.19836500027775764,0.19560562336444856,0.17803098937869072,0.17435280653834342,0.16954382824897765,0.16421442821621896,0.1567297399044037,0.14607638004422188,0.1290313683748245,0.09864569814503193,0.0,0.11446921418607235,0.17396421059966088,0.2324092310667038,0.29457488971948625,0.3625181950926781,0.42487738639116285,0.49823328578472137,0.6325667062997818,3.8750101709365845
Layer_15,0.24201726034283638,0.24102162367105484,0.2396820405125618,0.23801182222366332,0.23595672780275345,0.23336256062984467,0.21629299566149712,0.213037866294384,0.20890224444866182,0.20458237007260321,0.1984661475121975,0.18991288828849792,0.17628571897745132,0.15349880921840667,0.11446921418607235,0.0,0.12789293098449708,0.19624101847410202,0.2635476340055466,0.33449570631980896,0.39955447149276735,0.47623098295927047,0.6142411335706711,3.860165838718414
Layer_16,0.27928300976753234,0.27831770879030227,0.2770752826333046,0.2755807766318321,0.27364162808656695,0.27122924381494523,0.25610366943478585,0.2532846359014511,0.24975623938441277,0.24601607254147528,0.24083727231621743,0.23407557007670401,0.2226208797097206,0.20381472736597062,0.17396421059966088,0.12789293098449708,0.0,0.1416261530518532,0.22107531687617302,0.2987485263943672,0.3676828497648239,0.44937401658296583,0.5931419892311096,3.8440624189376833
Layer_17,0.3172008058428764,0.3162210918664932,0.3149067204594612,0.31352313709259033,0.31171965450048444,0.3095342597961426,0.3021892958879471,0.2999266968369484,0.2967600438594818,0.293527570784092,0.28911217880249024,0.28339902353286744,0.2740007063150406,0.25857870334386823,0.2324092310667038,0.19624101847410202,0.1416261530518532,0.0,0.15449728932976722,0.24523493647575378,0.3190723360180855,0.4071539244055748,0.559280776143074,3.8183177332878113
Layer_18,0.3697193615436554,0.36880286860466005,0.36742199820280075,0.3660389801859856,0.36433617931604384,0.36235418593883517,0.3557134938836098,0.3537589575648308,0.35095120388269424,0.3480996081233025,0.34417896962165834,0.3391764324903488,0.33096289044618604,0.31765578788518906,0.29457488971948625,0.2635476340055466,0.22107531687617302,0.15449728932976722,0.0,0.17361766499280928,0.2596445344686508,0.35486785382032393,0.5162790150046349,3.782189270496368
Layer_19,0.4297397812008858,0.4288874146938324,0.42757552641630175,0.4263431043624878,0.4247365304231644,0.4229300489425659,0.41679255896806716,0.4150458406805992,0.4125225830674171,0.4098913578391075,0.4062832903861999,0.40197953122854235,0.394791887819767,0.3831350204348564,0.3625181950926781,0.33449570631980896,0.2987485263943672,0.24523493647575378,0.17361766499280928,0.0,0.1804745010137558,0.289868555188179,0.4598934559226036,3.7350706915855407
Layer_20,0.4865856759548187,0.4858224088549614,0.48459326261281965,0.4834255738258362,0.4819503006339073,0.4802233397960663,0.4744110655784607,0.4728942892551422,0.4706339002251625,0.46812881737947465,0.46475813853740694,0.46054662215709685,0.4540023084282875,0.4434783734083176,0.42487738639116285,0.39955447149276735,0.3676828497648239,0.3190723360180855,0.2596445344686508,0.1804745010137558,0.0,0.20914594334363937,0.4000307527780533,3.6888008456230166
Layer_21,0.5506537871360779,0.5500551110506058,0.5488821501731873,0.5477938047647476,0.5464882981777192,0.5449807758331299,0.5420250773429871,0.5406557077169418,0.5386765002012253,0.5364524179697037,0.533495937883854,0.5297700417637825,0.5240187504887581,0.515089331805706,0.49823328578472137,0.47623098295927047,0.44937401658296583,0.4071539244055748,0.35486785382032393,0.289868555188179,0.20914594334363937,0.0,0.31510091477632524,3.625313663482666
Layer_22,0.6751443217992783,0.6747591960430145,0.673813109755516,0.672968456864357,0.671833646774292,0.6704746127128601,0.6689537825584412,0.6677380342483521,0.6660459090471268,0.6643614478111267,0.6617854243516922,0.6587207146883011,0.6540138450860977,0.6466752543449402,0.6325667062997818,0.6142411335706711,0.5931419892311096,0.559280776143074,0.5162790150046349,0.4598934559226036,0.4000307527780533,0.31510091477632524,0.0,3.4956952857971193
Layer_23,3.904084029197693,3.9036424417495725,3.903266870498657,3.90274743270874,3.901903199672699,3.9010734353065493,3.9045938086509704,3.9032804617881776,3.9020447974205017,3.900925998687744,3.898440062522888,3.895949371814728,3.8921088209152224,3.886689468383789,3.8750101709365845,3.860165838718414,3.8440624189376833,3.8183177332878113,3.782189270496368,3.7350706915855407,3.6888008456230166,3.625313663482666,3.4956952857971193,0.0
