Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
11,-0.013013545423746109,0.002457267139106989,0.0008155997493304312,0.0003572045243345201,0.0014835691545158625,0.020060162991285324,0.9988783597946167,0.998997688293457,0.9992597103118896,0.9994868636131287,0.9997690320014954,1.000000238418579,0.9996094703674316,0.9988510012626648,0.9968458414077759,0.9925315976142883,0.9844607710838318,0.9645096659660339,0.9438494443893433,0.9173134565353394,0.8829904794692993,0.7207034230232239,0.6003727912902832,0.07892870903015137
12,-0.004481242969632149,0.015543350949883461,0.014046275988221169,0.013761006295681,0.0149836465716362,0.03367471322417259,0.9979901909828186,0.9981114864349365,0.9985109567642212,0.9988619089126587,0.999258816242218,0.9996094703674316,1.0000003576278687,0.9995008111000061,0.9979242086410522,0.994367778301239,0.9871916770935059,0.9685707092285156,0.9487848877906799,0.9232320785522461,0.8898028135299683,0.7309235334396362,0.6109700798988342,0.07741859555244446
13,0.0026944084092974663,0.024940839037299156,0.023723185062408447,0.023712366819381714,0.02507682703435421,0.04400660842657089,0.9966692328453064,0.9967923164367676,0.997332751750946,0.9978089332580566,0.9983375072479248,0.9988510012626648,0.9995008111000061,1.0000003576278687,0.9989228844642639,0.9962319731712341,0.9901466965675354,0.9731920957565308,0.9545475244522095,0.9300093650817871,0.8974927067756653,0.7422437071800232,0.6225802302360535,0.07720930129289627
14,0.006233952008187771,0.033013131469488144,0.03209088370203972,0.03244071081280708,0.033996786922216415,0.05323776230216026,0.9938644170761108,0.9940158724784851,0.9946908354759216,0.9953188300132751,0.9961121678352356,0.9968458414077759,0.9979242086410522,0.9989228844642639,0.9999998807907104,0.998420000076294,0.9937244653701782,0.9795478582382202,0.962727427482605,0.9399182796478271,0.9093030095100403,0.7593539357185364,0.6400517225265503,0.08039779961109161
15,0.02237292192876339,0.05759057775139809,0.057086843997240067,0.057948287576436996,0.05976838245987892,0.07931260764598846,0.988386869430542,0.9885600209236145,0.9895363450050354,0.9904279708862305,0.991422712802887,0.9925315976142883,0.994367778301239,0.9962319731712341,0.998420000076294,0.9999998807907104,0.9975772500038147,0.9874267578125,0.9735590815544128,0.9536888003349304,0.9259645938873291,0.7856385707855225,0.6680705547332764,0.07970806211233139
16,0.03961823508143425,0.08608067780733109,0.08612403273582458,0.08768780529499054,0.0898304358124733,0.10977832227945328,0.9789556264877319,0.9791256785392761,0.9804713129997253,0.9816812872886658,0.9829139709472656,0.9844607710838318,0.9871916770935059,0.9901466965675354,0.9937244653701782,0.9975772500038147,1.0000001192092896,0.9944706559181213,0.984286367893219,0.9679818153381348,0.9438310861587524,0.8158609867095947,0.7006849646568298,0.08127298206090927
17,0.06063571944832802,0.11936011165380478,0.12044767290353775,0.12326934933662415,0.1259641945362091,0.14647898077964783,0.9566285014152527,0.9568510055541992,0.9587907791137695,0.960516631603241,0.9623162746429443,0.9645096659660339,0.9685707092285156,0.9731920957565308,0.9795478582382202,0.9874267578125,0.9944706559181213,0.9999998807907104,0.9959505796432495,0.9856043457984924,0.9681264162063599,0.8602453470230103,0.7491082549095154,0.08464139699935913
18,0.06678213179111481,0.13718362152576447,0.13899488747119904,0.1426973193883896,0.14581994712352753,0.16675880551338196,0.9345486760139465,0.9347279667854309,0.9370665550231934,0.9390820860862732,0.9412146210670471,0.9438494443893433,0.9487848877906799,0.9545475244522095,0.962727427482605,0.9735590815544128,0.984286367893219,0.9959505796432495,1.0000003576278687,0.9952879548072815,0.9835752844810486,0.8942363858222961,0.7900092601776123,0.09155571460723877
19,0.07280094176530838,0.1590406596660614,0.16145460307598114,0.16594623029232025,0.1695094257593155,0.19053679704666138,0.906654417514801,0.9067436456680298,0.9094985723495483,0.9117817878723145,0.914243221282959,0.9173134565353394,0.9232320785522461,0.9300093650817871,0.9399182796478271,0.9536888003349304,0.9679818153381348,0.9856043457984924,0.9952879548072815,1.0000001192092896,0.9945464134216309,0.9267538785934448,0.8322812914848328,0.09699457138776779
20,0.07784566283226013,0.18152004480361938,0.18440748751163483,0.1896892488002777,0.19363099336624146,0.21464839577674866,0.8710673451423645,0.8710645437240601,0.8741658926010132,0.8767423033714294,0.8794692158699036,0.8829904794692993,0.8898028135299683,0.8974927067756653,0.9093030095100403,0.9259645938873291,0.9438310861587524,0.9681264162063599,0.9835752844810486,0.9945464134216309,0.999999463558197,0.9545368552207947,0.8722416758537292,0.10731009393930435
21,0.12581698596477509,0.2873460352420807,0.29207685589790344,0.29984450340270996,0.304913729429245,0.3247663974761963,0.7045667767524719,0.7042103409767151,0.7086181044578552,0.7121821641921997,0.7156944274902344,0.7207034230232239,0.7309235334396362,0.7422437071800232,0.7593539357185364,0.7856385707855225,0.8158609867095947,0.8602453470230103,0.8942363858222961,0.9267538785934448,0.9545368552207947,1.0000001192092896,0.9605488181114197,0.12608104944229126
22,0.09890242666006088,0.2841513156890869,0.28875237703323364,0.29693514108657837,0.3021593391895294,0.319887638092041,0.5848250985145569,0.5841225981712341,0.5884987711906433,0.5919566750526428,0.59524005651474,0.6003727912902832,0.6109700798988342,0.6225802302360535,0.6400517225265503,0.6680705547332764,0.7006849646568298,0.7491082549095154,0.7900092601776123,0.8322812914848328,0.8722416758537292,0.9605488181114197,1.0000003576278687,0.20792531967163086
23,-0.14926718175411224,-0.18528534471988678,-0.18414433300495148,-0.18295200169086456,-0.18267516791820526,-0.17949919402599335,0.0794919803738594,0.07966165244579315,0.07896238565444946,0.07878808677196503,0.07931842654943466,0.07892870903015137,0.07741859555244446,0.07720930129289627,0.08039779961109161,0.07970806211233139,0.08127298206090927,0.08464139699935913,0.09155571460723877,0.09699457138776779,0.10731009393930435,0.12608104944229126,0.20792531967163086,0.9999997615814209
