,Layer_0,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9,Layer_10,Layer_11,Layer_12,Layer_13,Layer_14,Layer_15,Layer_16,Layer_17,Layer_18,Layer_19,Layer_20,Layer_21,Layer_22,Layer_23,Layer_24,Layer_25,Layer_26,Layer_27,Layer_28,Layer_29,Layer_30,Layer_31
Layer_14,0.8315644006729126,0.800063556522131,0.785606743246317,0.7702352828383445,0.7215499733686447,0.5341452850103379,0.48158690869808196,0.44182004588842394,0.3716536419391632,0.28189693784713743,0.15097616338729858,0.10451464974880219,0.0685183471441269,0.031743480682373044,0.0,0.03591029572486877,0.06227510344982147,0.10702170324325562,0.13222385895252228,0.15393006718158722,0.1789664387702942,0.19955910074710845,0.22142629063129424,0.25274738800525665,0.26561856698989866,0.28579066503047945,0.30868967854976653,0.3434921056032181,0.43242497742176056,0.4694145348072052,0.5709487782120705,0.7671344805955886
Layer_15,0.838766731619835,0.8071380234956741,0.7931391621828079,0.7742895809412003,0.7292081714570522,0.5437402251362801,0.4942128111124039,0.4562625786662102,0.38895537781715395,0.3028644149303436,0.17789071905612946,0.13589594435691835,0.10060865175724029,0.06399431824684143,0.03591029572486877,0.0,0.03017021667957306,0.07568148314952851,0.0974200485944748,0.12574504089355468,0.1522847661972046,0.17563553762435913,0.19818400812149048,0.23057130897045136,0.24655309522151947,0.2685314942598343,0.2915500422716141,0.32745268297195435,0.4165234171152115,0.4535084617137909,0.5564590962529182,0.754388221949339
Layer_16,0.8456853797584772,0.8179426574409008,0.8020944649875164,0.7819932451546192,0.7380202767848969,0.5617743141651154,0.5132777038812637,0.47460896348953246,0.4090467255115509,0.3250980017185211,0.2066957700252533,0.16550449991226196,0.13101752591133117,0.09090371131896972,0.06227510344982147,0.03017021667957306,0.0,0.05903831672668457,0.07739197087287902,0.11161539244651794,0.13806496965885162,0.16262566149234772,0.1838885157108307,0.2137141283750534,0.23334601306915284,0.25553619611263273,0.27798701786994934,0.3157248159646988,0.4025720009803772,0.44126045536994934,0.5409943165183068,0.7426863632798195
Layer_17,0.8565109665989876,0.8296018404066563,0.8168229611515999,0.79570639321208,0.7595379791855812,0.5793908460736275,0.5392730545997619,0.513959785759449,0.4560687963366509,0.3743041672706604,0.2425702303647995,0.20289369118213654,0.169219388961792,0.13729585814476014,0.10702170324325562,0.07568148314952851,0.05903831672668457,0.0,0.029489471673965453,0.061613340258598326,0.08804527842998505,0.11292878329753876,0.13448861253261565,0.16843865430355073,0.1866632559299469,0.21015139532089233,0.23528848564624785,0.2727051068544388,0.36422820818424223,0.40124148058891296,0.5336469824314117,0.7423061851859093
Layer_18,0.8636703137308359,0.8381443301141263,0.8247235076427459,0.8024073959290982,0.7698108892440796,0.5896751408576966,0.5482861660718917,0.5227665380835533,0.4632265104651451,0.3843188591003418,0.2614599586725235,0.22587593483924867,0.1937863737344742,0.1597848677635193,0.13222385895252228,0.0974200485944748,0.07739197087287902,0.029489471673965453,0.0,0.044589578151702884,0.06985533010959626,0.09877018868923187,0.11695894968509674,0.1475610407590866,0.17309911489486696,0.19906027483940125,0.22444689047336577,0.2645503522157669,0.35322428691387175,0.39115539062023164,0.5238203744292259,0.7326094891130924
Layer_19,0.8763184246122837,0.8541422467976808,0.841132664322853,0.8204430662095547,0.7893245704770088,0.629174106001854,0.5901362799406051,0.569176629960537,0.5132847091555596,0.4311619822978973,0.3101212419271469,0.2672122334241867,0.23058908689022065,0.19276291227340697,0.15393006718158722,0.12574504089355468,0.11161539244651794,0.061613340258598326,0.044589578151702884,0.0,0.028495280027389526,0.04993756914138794,0.07138299798965454,0.10481281352043152,0.11756971621513367,0.14036984586715698,0.16651288652420043,0.19904890894889832,0.28904812240600586,0.32883524560928346,0.4533164575099945,0.7066147694587708
Layer_20,0.8817646827250719,0.8619551936089993,0.8494821833223104,0.8276380171179771,0.8009399973452092,0.6436611943840981,0.6031846601963043,0.5828292233943939,0.5293493402600289,0.4484815419316292,0.32916347551345826,0.28924234402179716,0.25408408427238466,0.21658525598049164,0.1789664387702942,0.1522847661972046,0.13806496965885162,0.08804527842998505,0.06985533010959626,0.028495280027389526,0.0,0.027723990917205812,0.047942979097366334,0.08075213086605072,0.09988568997383118,0.12401719796657562,0.14807347178459168,0.18339997398853303,0.2691815712451935,0.3104579037427902,0.4367810858488083,0.6842624863982201
Layer_21,0.8884399528205394,0.8692061475813389,0.8565722420960665,0.8362039857804775,0.8104504472017289,0.6652698855698108,0.6282433564066887,0.6116478767395019,0.5616001920700073,0.4791822025179863,0.3606466479301453,0.31772925090789794,0.28124357771873476,0.24306611227989197,0.19955910074710845,0.17563553762435913,0.16262566149234772,0.11292878329753876,0.09877018868923187,0.04993756914138794,0.027723990917205812,0.0,0.023368500471115113,0.05946947276592254,0.07196946823596954,0.09504892539978027,0.12042792165279388,0.15279933512210847,0.2388749910593033,0.2811051722764969,0.40170215427875516,0.6732482079863549
Layer_22,0.892572993054986,0.874580263748765,0.861279855236411,0.8401848810911179,0.8169634870886803,0.6729957421123981,0.6361861021518708,0.6185625268220901,0.5702565749883651,0.48953394329547884,0.3749702913761139,0.33480133402347567,0.29994505417346956,0.2625137058496475,0.22142629063129424,0.19818400812149048,0.1838885157108307,0.13448861253261565,0.11695894968509674,0.07138299798965454,0.047942979097366334,0.023368500471115113,0.0,0.035744579076766966,0.05570130169391632,0.08135014855861664,0.10590085136890412,0.13917828381061553,0.22150281822681428,0.26410075414180756,0.3872869954109192,0.6605207095146179
Layer_23,0.8959237833172083,0.8805684258788824,0.8667192565947771,0.8464398545026779,0.8231190035939216,0.684142642557621,0.6466307275891304,0.6318827959299087,0.5848465200066566,0.5061037017703056,0.39683492624759675,0.3587801809310913,0.3258734710216522,0.2908991802930832,0.25274738800525665,0.23057130897045136,0.2137141283750534,0.16843865430355073,0.1475610407590866,0.10481281352043152,0.08075213086605072,0.05946947276592254,0.035744579076766966,0.0,0.03315564525127411,0.060574145555496214,0.08399185025691987,0.11751067066192628,0.19362344694137573,0.23779522633552552,0.36254149627685545,0.6363565385937691
Layer_24,0.9030422618091106,0.8884694430083037,0.8753717458844185,0.8568236975222826,0.8334651842713356,0.7094905804991722,0.6768291782438755,0.6649535368084908,0.6191593360900879,0.5373509405255318,0.4284076828956604,0.3863027676343918,0.34887270438671114,0.3108072921037674,0.26561856698989866,0.24655309522151947,0.23334601306915284,0.1866632559299469,0.17309911489486696,0.11756971621513367,0.09988568997383118,0.07196946823596954,0.05570130169391632,0.03315564525127411,0.0,0.02934597337245941,0.05559573996067047,0.08661594772338867,0.16322868084907532,0.20812616646289825,0.3270719797611237,0.6293925621509552
Layer_25,0.9048720890134573,0.8924185811132193,0.8798356023430824,0.8610428599268198,0.836724440395832,0.7222244602143765,0.6911995648741722,0.6821108198165894,0.6403649109601974,0.559771300315857,0.4524173166155815,0.4090782800912857,0.3708700145483017,0.3328525550365448,0.28579066503047945,0.2685314942598343,0.25553619611263273,0.21015139532089233,0.19906027483940125,0.14036984586715698,0.12401719796657562,0.09504892539978027,0.08135014855861664,0.060574145555496214,0.02934597337245941,0.0,0.028248250722885133,0.05896440744400024,0.1331918179988861,0.17892098927497863,0.2955747157335281,0.6090908259749412
Layer_26,0.9087881600111722,0.8956277316063642,0.8824215934574604,0.86337131126225,0.8400863827168942,0.73045468044281,0.698034802109003,0.6902202945053577,0.6486520550847054,0.5716670348048211,0.46728700935840606,0.4259226268529892,0.3892396038770676,0.3521779862642288,0.30868967854976653,0.2915500422716141,0.27798701786994934,0.23528848564624785,0.22444689047336577,0.16651288652420043,0.14807347178459168,0.12042792165279388,0.10590085136890412,0.08399185025691987,0.05559573996067047,0.028248250722885133,0.0,0.03678199160099029,0.10605484247207642,0.15240979933738708,0.26779101729393007,0.5729370349645615
Layer_27,0.9163229980021715,0.9027232965379953,0.8905252994447946,0.8734795663952828,0.8522123682498932,0.7506231741905213,0.7231711066961288,0.715305575042963,0.6758695253133774,0.6017576026320457,0.4998915605545044,0.4599932200312614,0.42318901741504666,0.38764928257465364,0.3434921056032181,0.32745268297195435,0.3157248159646988,0.2727051068544388,0.2645503522157669,0.19904890894889832,0.18339997398853303,0.15279933512210847,0.13917828381061553,0.11751067066192628,0.08661594772338867,0.05896440744400024,0.03678199160099029,0.0,0.0628600378036499,0.10449716424942017,0.2145762048959732,0.5399203000664711
Layer_28,0.922784390360117,0.9138879649341106,0.9003458322882653,0.8828111337125302,0.8623627183884383,0.8008700472712517,0.7722811948657036,0.7618644759654999,0.7214500895142555,0.650415114402771,0.58208633518219,0.5449483891725541,0.5100025514364243,0.4729944998025894,0.43242497742176056,0.4165234171152115,0.4025720009803772,0.36422820818424223,0.35322428691387175,0.28904812240600586,0.2691815712451935,0.2388749910593033,0.22150281822681428,0.19362344694137573,0.16322868084907532,0.1331918179988861,0.10605484247207642,0.0628600378036499,0.0,0.04214422297477722,0.13352488243579866,0.46064537966251373
Layer_29,0.9249793363064528,0.914367457062006,0.9001694195121527,0.882668547719717,0.8640233955979347,0.8226786700189114,0.7970570864081383,0.7883225080370903,0.7503516720831395,0.6824849311113358,0.6120446577072144,0.5771358330249786,0.5436654024124146,0.5077425296902657,0.4694145348072052,0.4535084617137909,0.44126045536994934,0.40124148058891296,0.39115539062023164,0.32883524560928346,0.3104579037427902,0.2811051722764969,0.26410075414180756,0.23779522633552552,0.20812616646289825,0.17892098927497863,0.15240979933738708,0.10449716424942017,0.04214422297477722,0.0,0.0859415031671524,0.40424313008785245
Layer_30,0.9462311989217996,0.946726105324924,0.9305961794108153,0.9177042244076729,0.8886714601516723,0.8944922853857279,0.8735507158041,0.8567710601836442,0.8203389956951141,0.7573995334506035,0.7245871121585369,0.6884922718405724,0.652977755844593,0.6083560581207276,0.5709487782120705,0.5564590962529182,0.5409943165183068,0.5336469824314117,0.5238203744292259,0.4533164575099945,0.4367810858488083,0.40170215427875516,0.3872869954109192,0.36254149627685545,0.3270719797611237,0.2955747157335281,0.26779101729393007,0.2145762048959732,0.13352488243579866,0.0859415031671524,0.0,0.31917446756362916
Layer_31,0.9690310657024384,0.9651622826121747,0.9511003598496318,0.9280330019295215,0.9170560474991798,0.9161997862309218,0.9025143553763628,0.8868206632882356,0.8615372609347105,0.8311386335194111,0.8222259449660778,0.8077702941596508,0.7924423516988754,0.7702521872222423,0.7671344805955886,0.754388221949339,0.7426863632798195,0.7423061851859093,0.7326094891130924,0.7066147694587708,0.6842624863982201,0.6732482079863549,0.6605207095146179,0.6363565385937691,0.6293925621509552,0.6090908259749412,0.5729370349645615,0.5399203000664711,0.46064537966251373,0.40424313008785245,0.31917446756362916,0.0
