,Layer_0,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9,Layer_10,Layer_11,Layer_12,Layer_13,Layer_14,Layer_15,Layer_16,Layer_17,Layer_18,Layer_19,Layer_20,Layer_21,Layer_22,Layer_23,Layer_24,Layer_25,Layer_26,Layer_27,Layer_28,Layer_29,Layer_30,Layer_31
Layer_10,579.880615234375,579.5126254882813,579.33203125,311.10299432373046,311.18079681396483,310.4020295410156,310.7756716308594,311.0797205200195,311.67056494140627,310.1663659667969,0.0,4.643546875,13.9316923828125,15.40539892578125,18.02559375,18.1918095703125,21.650667724609374,35.598162109375,37.79341015625,38.89522985839844,41.06601733398438,48.005721557617186,55.60593994140625,57.625368896484375,71.25981030273438,76.05400756835938,77.87996484375,340.323,511.677,496.15225,568.9112421875,570.1112265625
Layer_11,579.880615234375,579.5126254882813,579.33203125,311.48302770996094,311.5602237548828,310.79033959960935,311.1644756469727,311.4683851928711,312.05871923828124,310.5528620605469,4.643546875,0.0,9.6203203125,11.255287109375,14.165470703125,14.683552734375,18.3059833984375,34.8203515625,37.20276953125,37.52722680664063,40.10006811523437,46.61398950195313,54.35033544921875,56.38841650390625,70.04365991210938,74.84743359375,76.67946923828126,340.323,511.677,496.15225,568.9112421875,570.1112265625
Layer_12,579.380615234375,579.0126254882813,578.83203125,314.43902770996095,314.5162237548828,313.8116199951172,314.1840838623047,314.48597772216795,315.07555224609376,313.56874462890624,13.9316923828125,9.6203203125,0.0,4.0775615234375,8.891515625,10.27029296875,13.509916015625,31.978109375,34.5451875,35.61950634765625,37.8505986328125,45.47978564453125,53.3404091796875,55.39983959960937,69.04999462890625,73.8783388671875,75.7415205078125,340.323,511.677,495.65225,568.9112421875,570.1112265625
Layer_13,581.380615234375,581.0126254882813,580.83203125,317.43691705322266,317.51166448974607,316.7630911865234,317.13382135009766,317.4355001831055,318.02620166015623,316.52008544921875,15.40539892578125,11.255287109375,4.0775615234375,0.0,5.226328125,6.7149609375,9.618453125,30.3919482421875,32.6052099609375,33.043712890625,35.3415537109375,42.76168115234375,50.53814013671875,52.57685009765625,66.19607958984375,71.03906494140625,72.8930068359375,342.823,514.177,497.65225,571.4112421875,572.6112265625
Layer_14,581.380615234375,581.0126254882813,580.83203125,317.55819940185546,317.6330731811523,316.8835252685547,317.25366149902345,317.555168762207,318.1456293945312,316.63939794921873,18.02559375,14.165470703125,8.891515625,5.226328125,0.0,4.82727685546875,5.996171997070313,30.44979296875,32.6702998046875,32.2197373046875,35.1907314453125,39.93492578125,47.62234765625,49.66979296875,63.2672119140625,68.12813671875,70.0037998046875,342.823,514.177,497.65225,571.4112421875,572.6112265625
Layer_15,583.380615234375,583.0126254882813,582.83203125,320.0604533081055,320.1358150024414,319.3489051513672,319.71798620605466,320.0175092163086,320.60878955078124,319.1009838867187,18.1918095703125,14.683552734375,10.27029296875,6.7149609375,4.82727685546875,0.0,4.545296875,28.71330078125,30.4935625,30.2408828125,32.62443359375,39.4743369140625,47.27440893554687,49.317404052734375,62.916529052734376,67.77140014648438,69.62811889648438,345.323,516.677,499.827,573.9112421875,575.1112265625
Layer_16,583.380615234375,583.0126254882813,582.83203125,319.67583978271483,319.75103802490236,318.9693206787109,319.33789910888675,319.6371976928711,320.22873583984375,318.72101416015624,21.650667724609374,18.3059833984375,13.509916015625,9.618453125,5.996171997070313,4.545296875,0.0,29.12430859375,30.81554296875,30.401671875,32.82721484375,37.3129599609375,44.85575390625,46.88265234375,60.39147265625,65.25990234375,67.076796875,345.323,516.677,499.827,573.9112421875,575.1112265625
Layer_17,586.380615234375,586.0126254882813,585.83203125,345.5916945800781,345.68318286132813,344.92941796875,345.30296966552737,345.6053540649414,346.1704091796875,344.66480712890626,35.598162109375,34.8203515625,31.978109375,30.3919482421875,30.44979296875,28.71330078125,29.12430859375,0.0,7.00705078125,12.50623895263672,14.284146362304687,23.026234375,30.0706875,32.0628125,45.57509375,50.42525,52.24875,348.823,520.177,503.320375,577.4112421875,578.6112265625
Layer_18,589.380615234375,589.0126254882813,588.83203125,348.03782043457034,348.12911315917967,347.36823095703124,347.7408422241211,348.0434447631836,348.6088486328125,347.10341064453127,37.79341015625,37.20276953125,34.5451875,32.6052099609375,32.6702998046875,30.4935625,30.81554296875,7.00705078125,0.0,9.635910522460938,12.058703125,20.336721923828126,27.2731171875,29.225,42.755046875,47.6211328125,49.455828125,352.323,523.677,506.820375,580.9112421875,582.1112265625
Layer_19,589.380615234375,589.0126254882813,588.83203125,347.5749772949219,347.66628765869143,346.90517065429685,347.2772659912109,347.57987982177735,348.1449052734375,346.63962548828124,38.89522985839844,37.52722680664063,35.61950634765625,33.043712890625,32.2197373046875,30.2408828125,30.401671875,12.50623895263672,9.635910522460938,0.0,3.610375,11.123577270507813,18.5558125,20.5086875,34.10964453125,38.962998046875,40.853939453125,352.323,523.677,506.820375,580.9112421875,582.1112265625
Layer_20,591.380615234375,591.0126254882813,590.83203125,350.5766604003906,350.6684546508789,349.9042219238281,350.2754237060547,350.5775316772461,351.1427294921875,349.63742333984374,41.06601733398438,40.10006811523437,37.8505986328125,35.3415537109375,35.1907314453125,32.62443359375,32.82721484375,14.284146362304687,12.058703125,3.610375,0.0,10.001910400390624,16.96769921875,18.97978125,32.6828828125,37.5716640625,39.53700390625,354.823,526.177,509.320375,583.4112421875,584.6112265625
Layer_21,591.380615234375,591.0126254882813,590.83203125,350.82266040039065,350.9144546508789,350.15122192382813,350.5223612060547,350.8244691772461,351.3896044921875,349.88423583984377,48.005721557617186,46.61398950195313,45.47978564453125,42.76168115234375,39.93492578125,39.4743369140625,37.3129599609375,23.026234375,20.336721923828126,11.123577270507813,10.001910400390624,0.0,8.4404140625,10.41079296875,24.03828125,28.879203125,30.79740625,354.823,526.177,509.320375,583.4112421875,584.6112265625
Layer_22,591.380615234375,591.0126254882813,590.83203125,351.3465354003906,351.4383296508789,350.6798156738281,351.0486014404297,351.34983197021484,351.922220703125,350.41355224609373,55.60593994140625,54.35033544921875,53.3404091796875,50.53814013671875,47.62234765625,47.27440893554687,44.85575390625,30.0706875,27.2731171875,18.5558125,16.96769921875,8.4404140625,0.0,3.4490615234375,16.02390625,21.165625,23.300828125,358.323,529.677,512.820375,586.9112421875,588.1112265625
Layer_23,591.380615234375,591.0126254882813,590.83203125,351.3091078491211,351.40106689453125,350.64774609375,351.0151735839844,351.31604302978513,351.895919921875,350.38583154296873,57.625368896484375,56.38841650390625,55.39983959960937,52.57685009765625,49.66979296875,49.317404052734375,46.88265234375,32.0628125,29.225,20.5086875,18.97978125,10.41079296875,3.4490615234375,0.0,14.635421875,19.927328125,22.17171875,358.323,529.677,512.820375,586.9112421875,588.1112265625
Layer_24,591.380615234375,591.0126254882813,590.83203125,351.55708728027344,351.6488991699219,351.0235915527344,351.3807381591797,351.67739727783203,352.2674833984375,350.75725146484376,71.25981030273438,70.04365991210938,69.04999462890625,66.19607958984375,63.2672119140625,62.916529052734376,60.39147265625,45.57509375,42.755046875,34.10964453125,32.6828828125,24.03828125,16.02390625,14.635421875,0.0,6.359375,8.4294375,358.823,530.177,513.320375,587.4112421875,588.6112265625
Layer_25,591.380615234375,591.0126254882813,590.83203125,351.5828243408203,351.6747741699219,351.1038347167969,351.4579881591797,351.754647277832,352.3447333984375,350.83466552734376,76.05400756835938,74.84743359375,73.8783388671875,71.03906494140625,68.12813671875,67.77140014648438,65.25990234375,50.42525,47.6211328125,38.962998046875,37.5716640625,28.879203125,21.165625,19.927328125,6.359375,0.0,3.3013671875,358.823,530.177,513.320375,587.4112421875,588.6112265625
Layer_26,589.380615234375,589.0126254882813,588.83203125,350.92631872558593,351.01827404785155,350.4753146972656,350.82820568847654,351.12428662109374,351.71381640625,350.2040375976562,77.87996484375,76.67946923828126,75.7415205078125,72.8930068359375,70.0037998046875,69.62811889648438,67.076796875,52.24875,49.455828125,40.853939453125,39.53700390625,30.79740625,23.300828125,22.17171875,8.4294375,3.3013671875,0.0,357.823,529.177,512.320375,586.4112421875,587.6112265625
Layer_27,317.0500698242187,316.98538598632814,316.95059423828127,317.6398225708008,317.79701208496095,342.823,339.33259375,339.3352568359375,340.3297509765625,340.323,340.323,340.323,340.323,342.823,342.823,345.323,345.323,348.823,352.323,352.323,354.823,354.823,358.323,358.323,358.823,358.823,357.823,0.0,229.389,209.21575,244.9270859375,305.620046875
Layer_28,126.8260244140625,126.40433520507813,126.20816284179688,461.677,464.177,514.177,510.677,510.677,511.677,511.677,511.677,511.677,511.677,514.177,514.177,516.677,516.677,520.177,523.677,523.677,526.177,526.177,529.677,529.677,530.177,530.177,529.177,229.389,0.0,46.200484375,88.938171875,112.751953125
Layer_29,131.3799991760254,131.31306646728515,131.2763705444336,444.820375,447.320375,498.65225,495.15225,495.15225,496.15225,496.15225,496.15225,496.15225,495.65225,497.65225,497.65225,499.827,499.827,503.320375,506.820375,506.820375,509.320375,509.320375,512.820375,512.820375,513.320375,513.320375,512.320375,209.21575,46.200484375,0.0,79.52625,120.0230546875
Layer_30,102.19622595214844,102.15455397033692,102.12497454833985,518.9112421875,521.4112421875,571.4112421875,567.9112421875,567.9112421875,568.9112421875,568.9112421875,568.9112421875,568.9112421875,568.9112421875,571.4112421875,571.4112421875,573.9112421875,573.9112421875,577.4112421875,580.9112421875,580.9112421875,583.4112421875,583.4112421875,586.9112421875,586.9112421875,587.4112421875,587.4112421875,586.4112421875,244.9270859375,88.938171875,79.52625,0.0,92.6169453125
Layer_31,22.324962646484376,22.05213232421875,21.96506494140625,520.1112265625,522.6112265625,572.6112265625,569.1112265625,569.1112265625,570.1112265625,570.1112265625,570.1112265625,570.1112265625,570.1112265625,572.6112265625,572.6112265625,575.1112265625,575.1112265625,578.6112265625,582.1112265625,582.1112265625,584.6112265625,584.6112265625,588.1112265625,588.1112265625,588.6112265625,588.6112265625,587.6112265625,305.620046875,112.751953125,120.0230546875,92.6169453125,0.0
